wall_time_unix,elapsed_s,launcher_pid,ov2slam_pid,last_cpu,process_cpu_percent
1780229059.103,5.537,6260,6332,1,0.000
1780229059.166,5.601,6260,6332,1,15.810
1780229059.219,5.654,6260,6332,1,0.000
1780229059.272,5.706,6260,6332,1,19.156
1780229059.324,5.758,6260,6332,1,0.000
1780229059.377,5.811,6260,6332,1,19.099
1780229059.429,5.863,6260,6332,1,19.065
1780229059.488,5.922,6260,6332,1,0.000
1780229059.542,5.977,6260,6332,1,0.000
1780229059.595,6.029,6260,6332,1,19.128
1780229059.648,6.082,6260,6332,1,0.000
1780229059.714,6.148,6260,6332,1,15.138
1780229059.766,6.201,6260,6332,1,0.000
1780229059.819,6.253,6260,6332,1,19.161
1780229059.871,6.305,6260,6332,1,19.075
1780229059.923,6.358,6260,6332,1,0.000
1780229060.025,6.460,6260,6332,1,0.000
1780229060.078,6.512,6260,6332,1,19.056
1780229060.130,6.565,6260,6332,1,0.000
1780229060.183,6.617,6260,6332,1,0.000
1780229060.235,6.669,6260,6332,1,19.120
1780229060.287,6.722,6260,6332,1,0.000
1780229060.340,6.774,6260,6332,1,19.140
1780229060.396,6.831,6260,6332,1,17.587
1780229060.449,6.883,6260,6332,1,0.000
1780229060.547,6.981,6260,6332,1,10.220
1780229060.599,7.033,6260,6332,1,0.000
1780229060.651,7.086,6260,6332,1,19.146
1780229060.705,7.139,6260,6332,1,0.000
1780229060.769,7.203,6260,6332,1,0.000
1780229060.821,7.256,6260,6332,1,0.000
1780229060.873,7.308,6260,6332,1,19.142
1780229060.926,7.360,6260,6332,1,0.000
1780229060.978,7.413,6260,6332,1,19.128
1780229061.077,7.512,6260,6332,1,0.000
1780229061.130,7.564,6260,6332,1,19.067
1780229061.182,7.616,6260,6332,1,0.000
1780229061.234,7.669,6260,6332,1,0.000
1780229061.287,7.721,6260,6332,1,38.323
1780229061.339,7.773,6260,6332,1,0.000
1780229061.391,7.826,6260,6332,1,0.000
1780229061.493,7.928,6260,6332,1,9.786
1780229061.546,7.980,6260,6332,1,0.000
1780229061.598,8.032,6260,6332,1,19.124
1780229061.655,8.089,6260,6332,1,17.710
1780229061.707,8.141,6260,6332,1,0.000
1780229061.759,8.194,6260,6332,1,0.000
1780229061.812,8.246,6260,6332,1,19.135
1780229061.864,8.298,6260,6332,1,0.000
1780229061.916,8.351,6260,6332,1,0.000
1780229062.018,8.452,6260,6332,1,9.815
1780229062.071,8.505,6260,6332,1,19.069
1780229062.123,8.557,6260,6332,1,0.000
1780229062.176,8.610,6260,6332,1,18.910
1780229062.229,8.663,6260,6332,1,0.000
1780229062.282,8.716,6260,6332,1,18.737
1780229062.335,8.769,6260,6332,1,18.950
1780229062.388,8.822,6260,6332,1,0.000
1780229062.440,8.875,6260,6332,1,0.000
1780229062.541,8.975,6260,6332,1,9.939
1780229062.594,9.028,6260,6332,1,19.066
1780229062.646,9.080,6260,6332,1,0.000
1780229062.698,9.133,6260,6332,1,0.000
1780229062.750,9.185,6260,6332,1,19.153
1780229062.803,9.237,6260,6332,1,0.000
1780229062.855,9.289,6260,6332,1,0.000
1780229062.908,9.343,6260,6332,1,0.000
1780229062.960,9.395,6260,6332,1,0.000
1780229063.061,9.495,6260,6332,1,9.971
1780229063.113,9.548,6260,6332,1,0.000
1780229063.165,9.600,6260,6332,1,19.140
1780229063.218,9.652,6260,6332,1,19.069
1780229063.280,9.714,6260,6332,1,0.000
1780229063.332,9.766,6260,6332,1,0.000
1780229063.384,9.818,6260,6332,1,0.000
1780229063.437,9.871,6260,6332,1,0.000
1780229063.489,9.923,6260,6332,1,38.228
1780229063.589,10.024,6260,6332,1,0.000
1780229063.642,10.076,6260,6332,1,0.000
1780229063.694,10.129,6260,6332,1,19.091
1780229063.747,10.181,6260,6332,1,0.000
1780229063.808,10.243,6260,6332,1,0.000
1780229063.861,10.295,6260,6332,1,0.000
1780229063.913,10.348,6260,6332,1,19.150
1780229063.966,10.401,6260,6332,1,18.897
1780229064.018,10.453,6260,6332,1,0.000
1780229064.119,10.553,6260,6332,1,0.000
1780229064.172,10.606,6260,6332,1,19.077
1780229064.224,10.658,6260,6332,1,0.000
1780229064.276,10.711,6260,6332,1,19.077
1780229064.329,10.763,6260,6332,1,0.000
1780229064.381,10.815,6260,6332,1,19.045
1780229064.433,10.868,6260,6332,1,0.000
1780229064.486,10.920,6260,6332,1,0.000
1780229064.538,10.972,6260,6332,1,19.140
1780229064.639,11.074,6260,6332,1,0.000
1780229064.692,11.126,6260,6332,1,0.000
1780229064.744,11.178,6260,6332,1,0.000
1780229064.797,11.231,6260,6332,1,18.997
1780229064.861,11.295,6260,6332,1,0.000
1780229064.913,11.348,6260,6332,1,0.000
1780229064.965,11.400,6260,6332,1,19.148
1780229065.018,11.452,6260,6332,1,0.000
1780229065.070,11.505,6260,6332,1,19.117
1780229065.173,11.608,6260,6332,1,0.000
1780229065.226,11.660,6260,6332,1,38.120
1780229065.278,11.712,6260,6332,1,0.000
1780229065.331,11.765,6260,6332,1,0.000
1780229065.383,11.817,6260,6332,1,19.099
1780229065.435,11.870,6260,6332,1,0.000
1780229065.488,11.922,6260,6332,1,19.121
1780229065.541,11.975,6260,6332,1,0.000
1780229065.593,12.027,6260,6332,1,0.000
1780229065.695,12.129,6260,6332,1,9.844
1780229065.747,12.181,6260,6332,1,0.000
1780229065.799,12.234,6260,6332,1,19.137
1780229065.853,12.287,6260,6332,1,18.745
1780229065.917,12.351,6260,6332,1,0.000
1780229065.969,12.404,6260,6332,1,0.000
1780229066.022,12.456,6260,6332,1,19.115
1780229066.074,12.508,6260,6332,1,19.068
1780229066.126,12.561,6260,6332,1,0.000
1780229066.230,12.664,6260,6332,1,9.641
1780229066.283,12.717,6260,6332,1,0.000
1780229066.335,12.769,6260,6332,1,0.000
1780229066.390,12.824,6260,6332,1,18.144
1780229066.442,12.877,6260,6332,1,19.121
1780229066.495,12.929,6260,6332,1,0.000
1780229066.547,12.981,6260,6332,1,0.000
1780229066.600,13.034,6260,6332,1,18.858
1780229066.652,13.087,6260,6332,1,0.000
1780229066.754,13.188,6260,6332,1,9.874
1780229066.806,13.240,6260,6332,1,0.000
1780229066.858,13.293,6260,6332,1,19.141
1780229066.911,13.345,6260,6332,1,0.000
1780229066.963,13.397,6260,6332,1,19.125
1780229067.017,13.451,6260,6332,1,0.000
1780229067.069,13.503,6260,6332,1,0.000
1780229067.122,13.556,6260,6332,1,18.912
1780229067.174,13.608,6260,6332,1,0.000
1780229067.276,13.710,6260,6332,1,9.820
1780229067.328,13.763,6260,6332,1,19.076
1780229067.380,13.815,6260,6332,1,0.000
1780229067.433,13.867,6260,6332,1,0.000
1780229067.485,13.920,6260,6332,1,19.114
1780229067.538,13.972,6260,6332,1,0.000
1780229067.590,14.024,6260,6332,1,0.000
1780229067.642,14.077,6260,6332,1,19.063
1780229067.695,14.129,6260,6332,1,0.000
1780229067.796,14.231,6260,6332,1,9.856
1780229067.849,14.283,6260,6332,1,0.000
1780229067.901,14.335,6260,6332,1,0.000
1780229067.954,14.388,6260,6332,1,0.000
1780229068.006,14.440,6260,6332,1,19.138
1780229068.058,14.493,6260,6332,1,0.000
1780229068.110,14.545,6260,6332,1,0.000
1780229068.212,14.647,6260,6332,1,9.825
1780229068.265,14.699,6260,6332,1,19.078
1780229068.317,14.751,6260,6332,1,0.000
1780229068.371,14.805,6260,6332,1,0.000
1780229068.435,14.869,6260,6332,1,15.643
1780229068.487,14.922,6260,6332,1,0.000
1780229068.540,14.974,6260,6332,1,0.000
1780229068.592,15.027,6260,6332,1,0.000
1780229068.645,15.079,6260,6332,1,19.144
1780229068.697,15.131,6260,6332,1,0.000
1780229068.750,15.184,6260,6332,1,18.942
1780229068.802,15.236,6260,6332,1,19.180
1780229068.854,15.288,6260,6332,1,0.000
1780229068.906,15.340,6260,6332,1,0.000
1780229068.958,15.393,6260,6332,1,0.000
1780229069.010,15.445,6260,6332,1,19.178
1780229069.062,15.497,6260,6332,1,0.000
1780229069.116,15.551,6260,6332,1,0.000
1780229069.168,15.603,6260,6332,1,19.267
1780229069.268,15.702,6260,6332,1,0.000
1780229069.320,15.755,6260,6332,1,19.060
1780229069.372,15.807,6260,6332,1,0.000
1780229069.428,15.862,6260,6332,1,0.000
1780229069.480,15.914,6260,6332,1,19.243
1780229069.532,15.966,6260,6332,1,0.000
1780229069.584,16.018,6260,6332,1,0.000
1780229069.636,16.071,6260,6332,1,19.195
1780229069.691,16.126,6260,6332,0,36.276
