wall_time_unix,elapsed_s,launcher_pid,ov2slam_pid,tid,comm,last_cpu,thread_cpu_percent
1780229053.669,0.103,6260,6332,6349,ov2_feed,2,0.000
1780229053.721,0.155,6260,6332,6332,ov2slam_node,1,0.000
1780229053.721,0.155,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229053.721,0.155,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229053.721,0.155,6260,6332,6335,ov2slam_node,0,0.000
1780229053.721,0.155,6260,6332,6336,ov2slam_node,2,0.000
1780229053.721,0.155,6260,6332,6337,gc,0,0.000
1780229053.721,0.155,6260,6332,6338,dq.builtins,2,0.000
1780229053.721,0.155,6260,6332,6339,dq.user,0,0.000
1780229053.721,0.155,6260,6332,6340,tev,2,0.000
1780229053.721,0.155,6260,6332,6341,recv,0,0.000
1780229053.721,0.155,6260,6332,6342,recvUC,2,0.000
1780229053.721,0.155,6260,6332,6343,ov2slam_node,1,0.000
1780229053.721,0.155,6260,6332,6344,ov2slam_node,0,0.000
1780229053.721,0.155,6260,6332,6345,ov2_map,3,0.000
1780229053.721,0.155,6260,6332,6346,ov2_main,2,0.000
1780229053.721,0.155,6260,6332,6347,ov2_est,1,0.000
1780229053.721,0.155,6260,6332,6348,ov2_lc,1,0.000
1780229053.721,0.155,6260,6332,6349,ov2_feed,2,0.000
1780229053.822,0.256,6260,6332,6332,ov2slam_node,1,0.000
1780229053.822,0.256,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229053.822,0.256,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229053.822,0.256,6260,6332,6335,ov2slam_node,0,0.000
1780229053.822,0.256,6260,6332,6336,ov2slam_node,2,0.000
1780229053.822,0.256,6260,6332,6337,gc,0,0.000
1780229053.822,0.256,6260,6332,6338,dq.builtins,2,0.000
1780229053.822,0.256,6260,6332,6339,dq.user,0,0.000
1780229053.822,0.256,6260,6332,6340,tev,2,0.000
1780229053.822,0.256,6260,6332,6341,recv,0,0.000
1780229053.822,0.256,6260,6332,6342,recvUC,2,0.000
1780229053.822,0.256,6260,6332,6343,ov2slam_node,1,0.000
1780229053.822,0.256,6260,6332,6344,ov2slam_node,0,0.000
1780229053.822,0.256,6260,6332,6345,ov2_map,3,0.000
1780229053.822,0.256,6260,6332,6346,ov2_main,2,0.000
1780229053.822,0.256,6260,6332,6347,ov2_est,1,0.000
1780229053.822,0.256,6260,6332,6348,ov2_lc,1,0.000
1780229053.822,0.256,6260,6332,6349,ov2_feed,2,0.000
1780229053.874,0.308,6260,6332,6332,ov2slam_node,1,0.000
1780229053.874,0.308,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229053.874,0.308,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229053.874,0.308,6260,6332,6335,ov2slam_node,0,0.000
1780229053.874,0.308,6260,6332,6336,ov2slam_node,2,0.000
1780229053.874,0.308,6260,6332,6337,gc,0,0.000
1780229053.874,0.308,6260,6332,6338,dq.builtins,2,0.000
1780229053.874,0.308,6260,6332,6339,dq.user,0,0.000
1780229053.874,0.308,6260,6332,6340,tev,2,0.000
1780229053.874,0.308,6260,6332,6341,recv,0,0.000
1780229053.874,0.308,6260,6332,6342,recvUC,2,0.000
1780229053.874,0.308,6260,6332,6343,ov2slam_node,1,0.000
1780229053.874,0.308,6260,6332,6344,ov2slam_node,0,0.000
1780229053.874,0.308,6260,6332,6345,ov2_map,3,0.000
1780229053.874,0.308,6260,6332,6346,ov2_main,2,0.000
1780229053.874,0.308,6260,6332,6347,ov2_est,1,0.000
1780229053.874,0.308,6260,6332,6348,ov2_lc,1,0.000
1780229053.874,0.308,6260,6332,6349,ov2_feed,2,0.000
1780229053.925,0.360,6260,6332,6332,ov2slam_node,1,0.000
1780229053.925,0.360,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229053.925,0.360,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229053.925,0.360,6260,6332,6335,ov2slam_node,0,0.000
1780229053.925,0.360,6260,6332,6336,ov2slam_node,2,0.000
1780229053.925,0.360,6260,6332,6337,gc,0,0.000
1780229053.925,0.360,6260,6332,6338,dq.builtins,2,0.000
1780229053.925,0.360,6260,6332,6339,dq.user,0,0.000
1780229053.925,0.360,6260,6332,6340,tev,2,0.000
1780229053.925,0.360,6260,6332,6341,recv,0,0.000
1780229053.925,0.360,6260,6332,6342,recvUC,2,0.000
1780229053.925,0.360,6260,6332,6343,ov2slam_node,1,0.000
1780229053.925,0.360,6260,6332,6344,ov2slam_node,0,0.000
1780229053.925,0.360,6260,6332,6345,ov2_map,3,0.000
1780229053.925,0.360,6260,6332,6346,ov2_main,2,0.000
1780229053.925,0.360,6260,6332,6347,ov2_est,1,19.288
1780229053.925,0.360,6260,6332,6348,ov2_lc,1,0.000
1780229053.925,0.360,6260,6332,6349,ov2_feed,2,0.000
1780229054.028,0.462,6260,6332,6332,ov2slam_node,1,0.000
1780229054.028,0.462,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.028,0.462,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.028,0.462,6260,6332,6335,ov2slam_node,0,0.000
1780229054.028,0.462,6260,6332,6336,ov2slam_node,2,0.000
1780229054.028,0.462,6260,6332,6337,gc,0,0.000
1780229054.028,0.462,6260,6332,6338,dq.builtins,2,0.000
1780229054.028,0.462,6260,6332,6339,dq.user,0,0.000
1780229054.028,0.462,6260,6332,6340,tev,2,0.000
1780229054.028,0.462,6260,6332,6341,recv,0,0.000
1780229054.028,0.462,6260,6332,6342,recvUC,2,0.000
1780229054.028,0.462,6260,6332,6343,ov2slam_node,1,0.000
1780229054.028,0.462,6260,6332,6344,ov2slam_node,0,0.000
1780229054.028,0.462,6260,6332,6345,ov2_map,3,0.000
1780229054.028,0.462,6260,6332,6346,ov2_main,2,0.000
1780229054.028,0.462,6260,6332,6347,ov2_est,1,0.000
1780229054.028,0.462,6260,6332,6348,ov2_lc,1,0.000
1780229054.028,0.462,6260,6332,6349,ov2_feed,2,0.000
1780229054.080,0.514,6260,6332,6332,ov2slam_node,1,0.000
1780229054.080,0.514,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.080,0.514,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.080,0.514,6260,6332,6335,ov2slam_node,0,0.000
1780229054.080,0.514,6260,6332,6336,ov2slam_node,2,0.000
1780229054.080,0.514,6260,6332,6337,gc,0,0.000
1780229054.080,0.514,6260,6332,6338,dq.builtins,2,0.000
1780229054.080,0.514,6260,6332,6339,dq.user,0,0.000
1780229054.080,0.514,6260,6332,6340,tev,2,0.000
1780229054.080,0.514,6260,6332,6341,recv,0,0.000
1780229054.080,0.514,6260,6332,6342,recvUC,2,0.000
1780229054.080,0.514,6260,6332,6343,ov2slam_node,1,0.000
1780229054.080,0.514,6260,6332,6344,ov2slam_node,0,0.000
1780229054.080,0.514,6260,6332,6345,ov2_map,3,0.000
1780229054.080,0.514,6260,6332,6346,ov2_main,2,0.000
1780229054.080,0.514,6260,6332,6347,ov2_est,1,0.000
1780229054.080,0.514,6260,6332,6348,ov2_lc,1,0.000
1780229054.080,0.514,6260,6332,6349,ov2_feed,2,0.000
1780229054.131,0.566,6260,6332,6332,ov2slam_node,1,0.000
1780229054.131,0.566,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.131,0.566,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.131,0.566,6260,6332,6335,ov2slam_node,0,0.000
1780229054.131,0.566,6260,6332,6336,ov2slam_node,2,0.000
1780229054.131,0.566,6260,6332,6337,gc,0,0.000
1780229054.131,0.566,6260,6332,6338,dq.builtins,2,0.000
1780229054.131,0.566,6260,6332,6339,dq.user,0,0.000
1780229054.131,0.566,6260,6332,6340,tev,2,0.000
1780229054.131,0.566,6260,6332,6341,recv,0,0.000
1780229054.131,0.566,6260,6332,6342,recvUC,2,0.000
1780229054.131,0.566,6260,6332,6343,ov2slam_node,1,0.000
1780229054.131,0.566,6260,6332,6344,ov2slam_node,0,0.000
1780229054.131,0.566,6260,6332,6345,ov2_map,3,0.000
1780229054.131,0.566,6260,6332,6346,ov2_main,2,0.000
1780229054.131,0.566,6260,6332,6347,ov2_est,1,0.000
1780229054.131,0.566,6260,6332,6348,ov2_lc,1,0.000
1780229054.131,0.566,6260,6332,6349,ov2_feed,2,0.000
1780229054.183,0.617,6260,6332,6332,ov2slam_node,1,0.000
1780229054.183,0.617,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.183,0.617,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.183,0.617,6260,6332,6335,ov2slam_node,0,0.000
1780229054.183,0.617,6260,6332,6336,ov2slam_node,2,0.000
1780229054.183,0.617,6260,6332,6337,gc,0,0.000
1780229054.183,0.617,6260,6332,6338,dq.builtins,2,0.000
1780229054.183,0.617,6260,6332,6339,dq.user,0,0.000
1780229054.183,0.617,6260,6332,6340,tev,2,0.000
1780229054.183,0.617,6260,6332,6341,recv,0,0.000
1780229054.183,0.617,6260,6332,6342,recvUC,2,0.000
1780229054.183,0.617,6260,6332,6343,ov2slam_node,1,0.000
1780229054.183,0.617,6260,6332,6344,ov2slam_node,0,0.000
1780229054.183,0.617,6260,6332,6345,ov2_map,3,0.000
1780229054.183,0.617,6260,6332,6346,ov2_main,2,0.000
1780229054.183,0.617,6260,6332,6347,ov2_est,1,0.000
1780229054.183,0.617,6260,6332,6348,ov2_lc,1,0.000
1780229054.183,0.617,6260,6332,6349,ov2_feed,2,0.000
1780229054.235,0.669,6260,6332,6332,ov2slam_node,1,0.000
1780229054.235,0.669,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.235,0.669,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.235,0.669,6260,6332,6335,ov2slam_node,0,0.000
1780229054.235,0.669,6260,6332,6336,ov2slam_node,2,0.000
1780229054.235,0.669,6260,6332,6337,gc,0,0.000
1780229054.235,0.669,6260,6332,6338,dq.builtins,2,0.000
1780229054.235,0.669,6260,6332,6339,dq.user,0,0.000
1780229054.235,0.669,6260,6332,6340,tev,2,0.000
1780229054.235,0.669,6260,6332,6341,recv,0,0.000
1780229054.235,0.669,6260,6332,6342,recvUC,2,0.000
1780229054.235,0.669,6260,6332,6343,ov2slam_node,1,0.000
1780229054.235,0.669,6260,6332,6344,ov2slam_node,0,0.000
1780229054.235,0.669,6260,6332,6345,ov2_map,3,19.360
1780229054.235,0.669,6260,6332,6346,ov2_main,2,0.000
1780229054.235,0.669,6260,6332,6347,ov2_est,1,0.000
1780229054.235,0.669,6260,6332,6348,ov2_lc,1,0.000
1780229054.235,0.669,6260,6332,6349,ov2_feed,2,0.000
1780229054.286,0.721,6260,6332,6332,ov2slam_node,1,0.000
1780229054.286,0.721,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.286,0.721,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.286,0.721,6260,6332,6335,ov2slam_node,0,0.000
1780229054.286,0.721,6260,6332,6336,ov2slam_node,2,0.000
1780229054.286,0.721,6260,6332,6337,gc,0,0.000
1780229054.286,0.721,6260,6332,6338,dq.builtins,2,0.000
1780229054.286,0.721,6260,6332,6339,dq.user,0,0.000
1780229054.286,0.721,6260,6332,6340,tev,2,0.000
1780229054.286,0.721,6260,6332,6341,recv,0,0.000
1780229054.286,0.721,6260,6332,6342,recvUC,2,0.000
1780229054.286,0.721,6260,6332,6343,ov2slam_node,1,0.000
1780229054.286,0.721,6260,6332,6344,ov2slam_node,0,0.000
1780229054.286,0.721,6260,6332,6345,ov2_map,3,0.000
1780229054.286,0.721,6260,6332,6346,ov2_main,2,0.000
1780229054.286,0.721,6260,6332,6347,ov2_est,1,0.000
1780229054.286,0.721,6260,6332,6348,ov2_lc,1,0.000
1780229054.286,0.721,6260,6332,6349,ov2_feed,2,0.000
1780229054.338,0.772,6260,6332,6332,ov2slam_node,1,0.000
1780229054.338,0.772,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.338,0.772,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.338,0.772,6260,6332,6335,ov2slam_node,0,0.000
1780229054.338,0.772,6260,6332,6336,ov2slam_node,2,0.000
1780229054.338,0.772,6260,6332,6337,gc,0,0.000
1780229054.338,0.772,6260,6332,6338,dq.builtins,2,0.000
1780229054.338,0.772,6260,6332,6339,dq.user,0,0.000
1780229054.338,0.772,6260,6332,6340,tev,2,0.000
1780229054.338,0.772,6260,6332,6341,recv,0,0.000
1780229054.338,0.772,6260,6332,6342,recvUC,2,0.000
1780229054.338,0.772,6260,6332,6343,ov2slam_node,1,0.000
1780229054.338,0.772,6260,6332,6344,ov2slam_node,0,0.000
1780229054.338,0.772,6260,6332,6345,ov2_map,3,0.000
1780229054.338,0.772,6260,6332,6346,ov2_main,2,0.000
1780229054.338,0.772,6260,6332,6347,ov2_est,1,0.000
1780229054.338,0.772,6260,6332,6348,ov2_lc,1,0.000
1780229054.338,0.772,6260,6332,6349,ov2_feed,2,0.000
1780229054.390,0.824,6260,6332,6332,ov2slam_node,1,0.000
1780229054.390,0.824,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.390,0.824,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.390,0.824,6260,6332,6335,ov2slam_node,0,0.000
1780229054.390,0.824,6260,6332,6336,ov2slam_node,2,0.000
1780229054.390,0.824,6260,6332,6337,gc,0,0.000
1780229054.390,0.824,6260,6332,6338,dq.builtins,2,0.000
1780229054.390,0.824,6260,6332,6339,dq.user,0,0.000
1780229054.390,0.824,6260,6332,6340,tev,2,0.000
1780229054.390,0.824,6260,6332,6341,recv,0,0.000
1780229054.390,0.824,6260,6332,6342,recvUC,2,0.000
1780229054.390,0.824,6260,6332,6343,ov2slam_node,1,0.000
1780229054.390,0.824,6260,6332,6344,ov2slam_node,0,0.000
1780229054.390,0.824,6260,6332,6345,ov2_map,3,0.000
1780229054.390,0.824,6260,6332,6346,ov2_main,2,0.000
1780229054.390,0.824,6260,6332,6347,ov2_est,1,19.302
1780229054.390,0.824,6260,6332,6348,ov2_lc,1,0.000
1780229054.390,0.824,6260,6332,6349,ov2_feed,2,0.000
1780229054.463,0.897,6260,6332,6332,ov2slam_node,1,0.000
1780229054.463,0.897,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.463,0.897,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.463,0.897,6260,6332,6335,ov2slam_node,0,0.000
1780229054.463,0.897,6260,6332,6336,ov2slam_node,2,0.000
1780229054.463,0.897,6260,6332,6337,gc,0,0.000
1780229054.463,0.897,6260,6332,6338,dq.builtins,2,0.000
1780229054.463,0.897,6260,6332,6339,dq.user,0,0.000
1780229054.463,0.897,6260,6332,6340,tev,2,0.000
1780229054.463,0.897,6260,6332,6341,recv,0,0.000
1780229054.463,0.897,6260,6332,6342,recvUC,2,0.000
1780229054.463,0.897,6260,6332,6343,ov2slam_node,1,0.000
1780229054.463,0.897,6260,6332,6344,ov2slam_node,0,0.000
1780229054.463,0.897,6260,6332,6345,ov2_map,3,0.000
1780229054.463,0.897,6260,6332,6346,ov2_main,2,0.000
1780229054.463,0.897,6260,6332,6347,ov2_est,1,0.000
1780229054.463,0.897,6260,6332,6348,ov2_lc,1,0.000
1780229054.463,0.897,6260,6332,6349,ov2_feed,2,0.000
1780229054.514,0.949,6260,6332,6332,ov2slam_node,1,0.000
1780229054.514,0.949,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.514,0.949,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.514,0.949,6260,6332,6335,ov2slam_node,0,0.000
1780229054.514,0.949,6260,6332,6336,ov2slam_node,2,0.000
1780229054.514,0.949,6260,6332,6337,gc,0,0.000
1780229054.514,0.949,6260,6332,6338,dq.builtins,2,0.000
1780229054.514,0.949,6260,6332,6339,dq.user,0,0.000
1780229054.514,0.949,6260,6332,6340,tev,2,0.000
1780229054.514,0.949,6260,6332,6341,recv,0,0.000
1780229054.514,0.949,6260,6332,6342,recvUC,2,0.000
1780229054.514,0.949,6260,6332,6343,ov2slam_node,1,0.000
1780229054.514,0.949,6260,6332,6344,ov2slam_node,0,0.000
1780229054.514,0.949,6260,6332,6345,ov2_map,3,0.000
1780229054.514,0.949,6260,6332,6346,ov2_main,2,0.000
1780229054.514,0.949,6260,6332,6347,ov2_est,1,0.000
1780229054.514,0.949,6260,6332,6348,ov2_lc,1,0.000
1780229054.514,0.949,6260,6332,6349,ov2_feed,2,0.000
1780229054.566,1.001,6260,6332,6332,ov2slam_node,1,0.000
1780229054.566,1.001,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.566,1.001,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.566,1.001,6260,6332,6335,ov2slam_node,0,0.000
1780229054.566,1.001,6260,6332,6336,ov2slam_node,2,0.000
1780229054.566,1.001,6260,6332,6337,gc,0,0.000
1780229054.566,1.001,6260,6332,6338,dq.builtins,2,0.000
1780229054.566,1.001,6260,6332,6339,dq.user,0,0.000
1780229054.566,1.001,6260,6332,6340,tev,2,0.000
1780229054.566,1.001,6260,6332,6341,recv,0,0.000
1780229054.566,1.001,6260,6332,6342,recvUC,2,0.000
1780229054.566,1.001,6260,6332,6343,ov2slam_node,1,0.000
1780229054.566,1.001,6260,6332,6344,ov2slam_node,0,0.000
1780229054.566,1.001,6260,6332,6345,ov2_map,3,0.000
1780229054.566,1.001,6260,6332,6346,ov2_main,2,0.000
1780229054.566,1.001,6260,6332,6347,ov2_est,1,0.000
1780229054.566,1.001,6260,6332,6348,ov2_lc,1,0.000
1780229054.566,1.001,6260,6332,6349,ov2_feed,2,0.000
1780229054.618,1.053,6260,6332,6332,ov2slam_node,1,0.000
1780229054.618,1.053,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.618,1.053,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.618,1.053,6260,6332,6335,ov2slam_node,0,0.000
1780229054.618,1.053,6260,6332,6336,ov2slam_node,2,0.000
1780229054.618,1.053,6260,6332,6337,gc,0,0.000
1780229054.618,1.053,6260,6332,6338,dq.builtins,2,0.000
1780229054.618,1.053,6260,6332,6339,dq.user,0,0.000
1780229054.618,1.053,6260,6332,6340,tev,2,0.000
1780229054.618,1.053,6260,6332,6341,recv,0,0.000
1780229054.618,1.053,6260,6332,6342,recvUC,2,0.000
1780229054.618,1.053,6260,6332,6343,ov2slam_node,1,0.000
1780229054.618,1.053,6260,6332,6344,ov2slam_node,0,0.000
1780229054.618,1.053,6260,6332,6345,ov2_map,3,0.000
1780229054.618,1.053,6260,6332,6346,ov2_main,2,0.000
1780229054.618,1.053,6260,6332,6347,ov2_est,1,0.000
1780229054.618,1.053,6260,6332,6348,ov2_lc,1,0.000
1780229054.618,1.053,6260,6332,6349,ov2_feed,2,0.000
1780229054.670,1.104,6260,6332,6332,ov2slam_node,1,0.000
1780229054.670,1.104,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.670,1.104,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.670,1.104,6260,6332,6335,ov2slam_node,0,0.000
1780229054.670,1.104,6260,6332,6336,ov2slam_node,2,0.000
1780229054.670,1.104,6260,6332,6337,gc,0,0.000
1780229054.670,1.104,6260,6332,6338,dq.builtins,2,0.000
1780229054.670,1.104,6260,6332,6339,dq.user,0,0.000
1780229054.670,1.104,6260,6332,6340,tev,2,0.000
1780229054.670,1.104,6260,6332,6341,recv,0,0.000
1780229054.670,1.104,6260,6332,6342,recvUC,2,0.000
1780229054.670,1.104,6260,6332,6343,ov2slam_node,1,0.000
1780229054.670,1.104,6260,6332,6344,ov2slam_node,0,0.000
1780229054.670,1.104,6260,6332,6345,ov2_map,3,0.000
1780229054.670,1.104,6260,6332,6346,ov2_main,2,0.000
1780229054.670,1.104,6260,6332,6347,ov2_est,1,0.000
1780229054.670,1.104,6260,6332,6348,ov2_lc,1,0.000
1780229054.670,1.104,6260,6332,6349,ov2_feed,2,0.000
1780229054.722,1.156,6260,6332,6332,ov2slam_node,1,0.000
1780229054.722,1.156,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.722,1.156,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.722,1.156,6260,6332,6335,ov2slam_node,0,0.000
1780229054.722,1.156,6260,6332,6336,ov2slam_node,2,0.000
1780229054.722,1.156,6260,6332,6337,gc,0,0.000
1780229054.722,1.156,6260,6332,6338,dq.builtins,2,0.000
1780229054.722,1.156,6260,6332,6339,dq.user,0,0.000
1780229054.722,1.156,6260,6332,6340,tev,2,0.000
1780229054.722,1.156,6260,6332,6341,recv,0,0.000
1780229054.722,1.156,6260,6332,6342,recvUC,2,0.000
1780229054.722,1.156,6260,6332,6343,ov2slam_node,1,0.000
1780229054.722,1.156,6260,6332,6344,ov2slam_node,0,0.000
1780229054.722,1.156,6260,6332,6345,ov2_map,3,0.000
1780229054.722,1.156,6260,6332,6346,ov2_main,2,0.000
1780229054.722,1.156,6260,6332,6347,ov2_est,1,0.000
1780229054.722,1.156,6260,6332,6348,ov2_lc,1,19.300
1780229054.722,1.156,6260,6332,6349,ov2_feed,2,0.000
1780229054.773,1.208,6260,6332,6332,ov2slam_node,1,0.000
1780229054.773,1.208,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.773,1.208,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.773,1.208,6260,6332,6335,ov2slam_node,0,0.000
1780229054.773,1.208,6260,6332,6336,ov2slam_node,2,0.000
1780229054.773,1.208,6260,6332,6337,gc,0,0.000
1780229054.773,1.208,6260,6332,6338,dq.builtins,2,0.000
1780229054.773,1.208,6260,6332,6339,dq.user,0,0.000
1780229054.773,1.208,6260,6332,6340,tev,2,0.000
1780229054.773,1.208,6260,6332,6341,recv,0,0.000
1780229054.773,1.208,6260,6332,6342,recvUC,2,0.000
1780229054.773,1.208,6260,6332,6343,ov2slam_node,1,0.000
1780229054.773,1.208,6260,6332,6344,ov2slam_node,0,0.000
1780229054.773,1.208,6260,6332,6345,ov2_map,3,0.000
1780229054.773,1.208,6260,6332,6346,ov2_main,2,0.000
1780229054.773,1.208,6260,6332,6347,ov2_est,1,19.351
1780229054.773,1.208,6260,6332,6348,ov2_lc,1,0.000
1780229054.773,1.208,6260,6332,6349,ov2_feed,2,0.000
1780229054.825,1.260,6260,6332,6332,ov2slam_node,1,0.000
1780229054.825,1.260,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.825,1.260,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.825,1.260,6260,6332,6335,ov2slam_node,0,0.000
1780229054.825,1.260,6260,6332,6336,ov2slam_node,2,0.000
1780229054.825,1.260,6260,6332,6337,gc,0,0.000
1780229054.825,1.260,6260,6332,6338,dq.builtins,2,0.000
1780229054.825,1.260,6260,6332,6339,dq.user,0,0.000
1780229054.825,1.260,6260,6332,6340,tev,2,0.000
1780229054.825,1.260,6260,6332,6341,recv,0,0.000
1780229054.825,1.260,6260,6332,6342,recvUC,2,0.000
1780229054.825,1.260,6260,6332,6343,ov2slam_node,1,0.000
1780229054.825,1.260,6260,6332,6344,ov2slam_node,0,0.000
1780229054.825,1.260,6260,6332,6345,ov2_map,3,0.000
1780229054.825,1.260,6260,6332,6346,ov2_main,2,0.000
1780229054.825,1.260,6260,6332,6347,ov2_est,1,0.000
1780229054.825,1.260,6260,6332,6348,ov2_lc,1,0.000
1780229054.825,1.260,6260,6332,6349,ov2_feed,2,0.000
1780229054.877,1.311,6260,6332,6332,ov2slam_node,1,0.000
1780229054.877,1.311,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.877,1.311,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.877,1.311,6260,6332,6335,ov2slam_node,0,0.000
1780229054.877,1.311,6260,6332,6336,ov2slam_node,2,0.000
1780229054.877,1.311,6260,6332,6337,gc,0,0.000
1780229054.877,1.311,6260,6332,6338,dq.builtins,2,0.000
1780229054.877,1.311,6260,6332,6339,dq.user,0,0.000
1780229054.877,1.311,6260,6332,6340,tev,2,0.000
1780229054.877,1.311,6260,6332,6341,recv,0,0.000
1780229054.877,1.311,6260,6332,6342,recvUC,2,0.000
1780229054.877,1.311,6260,6332,6343,ov2slam_node,1,0.000
1780229054.877,1.311,6260,6332,6344,ov2slam_node,0,0.000
1780229054.877,1.311,6260,6332,6345,ov2_map,3,0.000
1780229054.877,1.311,6260,6332,6346,ov2_main,2,0.000
1780229054.877,1.311,6260,6332,6347,ov2_est,1,0.000
1780229054.877,1.311,6260,6332,6348,ov2_lc,1,0.000
1780229054.877,1.311,6260,6332,6349,ov2_feed,2,0.000
1780229054.976,1.411,6260,6332,6332,ov2slam_node,1,0.000
1780229054.976,1.411,6260,6332,6333,ov2slam_nod-ust,0,0.000
1780229054.976,1.411,6260,6332,6334,ov2slam_nod-ust,2,0.000
1780229054.976,1.411,6260,6332,6335,ov2slam_node,0,0.000
1780229054.976,1.411,6260,6332,6336,ov2slam_node,2,0.000
1780229054.976,1.411,6260,6332,6337,gc,0,0.000
1780229054.976,1.411,6260,6332,6338,dq.builtins,2,0.000
1780229054.976,1.411,6260,6332,6339,dq.user,0,0.000
1780229054.976,1.411,6260,6332,6340,tev,2,0.000
