wall_time_unix,elapsed_s,launcher_pid,ov2slam_pid,last_cpu,process_cpu_percent
1780230293.856,3.190,6484,6556,0,0.000
1780230293.907,3.241,6484,6556,0,0.000
1780230293.958,3.292,6484,6556,0,19.470
1780230294.010,3.344,6484,6556,0,0.000
1780230294.062,3.396,6484,6556,0,19.448
1780230294.113,3.447,6484,6556,0,0.000
1780230294.165,3.499,6484,6556,0,0.000
1780230294.216,3.550,6484,6556,0,0.000
1780230294.268,3.602,6484,6556,0,19.471
1780230294.319,3.653,6484,6556,0,0.000
1780230294.370,3.704,6484,6556,0,0.000
1780230294.422,3.756,6484,6556,0,0.000
1780230294.477,3.811,6484,6556,0,18.024
1780230294.529,3.863,6484,6556,0,0.000
1780230294.580,3.914,6484,6556,0,19.426
1780230294.632,3.966,6484,6556,0,0.000
1780230294.683,4.017,6484,6556,0,0.000
1780230294.734,4.068,6484,6556,0,0.000
1780230294.786,4.120,6484,6556,0,19.459
1780230294.837,4.171,6484,6556,0,0.000
1780230294.888,4.222,6484,6556,0,0.000
1780230294.940,4.274,6484,6556,0,0.000
1780230294.991,4.325,6484,6556,0,19.465
1780230295.043,4.377,6484,6556,0,0.000
1780230295.094,4.428,6484,6556,0,0.000
1780230295.145,4.479,6484,6556,0,0.000
1780230295.197,4.531,6484,6556,0,19.451
1780230295.248,4.582,6484,6556,0,0.000
1780230295.300,4.633,6484,6556,0,19.466
1780230295.351,4.685,6484,6556,0,0.000
1780230295.402,4.736,6484,6556,0,0.000
1780230295.454,4.788,6484,6556,0,0.000
1780230295.506,4.840,6484,6556,0,19.165
1780230295.558,4.892,6484,6556,0,0.000
1780230295.610,4.944,6484,6556,0,19.222
1780230295.662,4.996,6484,6556,0,0.000
1780230295.714,5.048,6484,6556,0,0.000
1780230295.766,5.100,6484,6556,0,19.229
1780230295.818,5.152,6484,6556,0,0.000
1780230295.870,5.204,6484,6556,0,0.000
1780230295.922,5.256,6484,6556,0,19.201
1780230295.975,5.308,6484,6556,0,19.127
1780230296.027,5.361,6484,6556,0,0.000
1780230296.079,5.413,6484,6556,0,0.000
1780230296.131,5.465,6484,6556,0,19.178
1780230296.183,5.517,6484,6556,0,0.000
1780230296.236,5.570,6484,6556,0,18.901
1780230296.288,5.622,6484,6556,0,0.000
1780230296.339,5.673,6484,6556,0,19.314
1780230296.391,5.725,6484,6556,0,0.000
1780230296.443,5.777,6484,6556,0,0.000
1780230296.494,5.828,6484,6556,0,0.000
1780230296.546,5.880,6484,6556,0,19.307
1780230296.598,5.932,6484,6556,0,0.000
1780230296.650,5.984,6484,6556,0,0.000
1780230296.701,6.035,6484,6556,0,19.423
1780230296.753,6.086,6484,6556,0,0.000
1780230296.804,6.138,6484,6556,0,19.418
1780230296.856,6.189,6484,6556,0,0.000
1780230296.907,6.241,6484,6556,0,0.000
1780230296.958,6.292,6484,6556,0,0.000
1780230297.010,6.344,6484,6556,0,0.000
1780230297.062,6.396,6484,6556,0,19.350
1780230297.113,6.447,6484,6556,0,0.000
1780230297.165,6.499,6484,6556,0,0.000
1780230297.216,6.550,6484,6556,0,0.000
1780230297.268,6.602,6484,6556,0,19.461
1780230297.319,6.653,6484,6556,0,0.000
1780230297.371,6.704,6484,6556,0,0.000
1780230297.422,6.756,6484,6556,0,0.000
1780230297.474,6.808,6484,6556,0,19.332
1780230297.525,6.859,6484,6556,0,0.000
1780230297.577,6.911,6484,6556,0,0.000
1780230297.629,6.963,6484,6556,0,0.000
1780230297.680,7.014,6484,6556,0,19.422
1780230297.732,7.066,6484,6556,0,0.000
1780230297.786,7.120,6484,6556,0,18.689
1780230297.838,7.172,6484,6556,0,0.000
1780230297.891,7.224,6484,6556,0,19.177
1780230297.943,7.277,6484,6556,0,18.914
1780230297.997,7.331,6484,6556,0,0.000
1780230298.049,7.383,6484,6556,0,19.352
1780230298.101,7.435,6484,6556,0,0.000
1780230298.153,7.487,6484,6556,0,0.000
1780230298.205,7.539,6484,6556,0,19.110
1780230298.257,7.591,6484,6556,0,0.000
1780230298.309,7.643,6484,6556,0,0.000
1780230298.360,7.694,6484,6556,0,0.000
1780230298.412,7.746,6484,6556,0,19.348
1780230298.464,7.798,6484,6556,0,0.000
1780230298.516,7.850,6484,6556,0,0.000
1780230298.568,7.902,6484,6556,0,19.255
1780230298.620,7.953,6484,6556,0,19.260
1780230298.671,8.005,6484,6556,0,0.000
1780230298.723,8.057,6484,6556,0,0.000
1780230298.775,8.109,6484,6556,0,0.000
1780230298.827,8.161,6484,6556,0,19.226
1780230298.878,8.212,6484,6556,0,0.000
1780230298.930,8.264,6484,6556,0,0.000
1780230298.982,8.316,6484,6556,0,19.321
1780230299.034,8.368,6484,6556,0,0.000
1780230299.086,8.419,6484,6556,0,0.000
1780230299.138,8.471,6484,6556,0,19.219
1780230299.190,8.524,6484,6556,0,0.000
1780230299.242,8.576,6484,6556,0,0.000
1780230299.294,8.628,6484,6556,0,0.000
1780230299.346,8.679,6484,6556,0,19.269
1780230299.397,8.731,6484,6556,0,0.000
1780230299.449,8.783,6484,6556,0,0.000
1780230299.501,8.834,6484,6556,0,0.000
1780230299.553,8.886,6484,6556,0,19.256
1780230299.604,8.938,6484,6556,0,0.000
1780230299.656,8.990,6484,6556,0,0.000
1780230299.708,9.042,6484,6556,0,19.361
1780230299.759,9.093,6484,6556,0,19.347
1780230299.811,9.145,6484,6556,0,0.000
1780230299.863,9.197,6484,6556,0,0.000
1780230299.915,9.249,6484,6556,0,0.000
1780230299.967,9.301,6484,6556,0,0.000
1780230300.018,9.352,6484,6556,0,19.332
1780230300.070,9.404,6484,6556,0,0.000
1780230300.122,9.456,6484,6556,0,0.000
1780230300.174,9.508,6484,6556,0,0.000
1780230300.226,9.560,6484,6556,0,19.349
1780230300.278,9.612,6484,6556,0,0.000
1780230300.330,9.663,6484,6556,0,0.000
1780230300.381,9.715,6484,6556,0,19.266
1780230300.433,9.767,6484,6556,0,0.000
1780230300.485,9.819,6484,6556,0,0.000
1780230300.537,9.871,6484,6556,0,0.000
1780230300.589,9.923,6484,6556,0,19.360
1780230300.640,9.974,6484,6556,0,0.000
1780230300.692,10.026,6484,6556,0,0.000
1780230300.744,10.078,6484,6556,0,19.337
1780230300.796,10.130,6484,6556,0,0.000
1780230300.851,10.185,6484,6556,0,0.000
1780230300.902,10.236,6484,6556,0,0.000
1780230300.954,10.288,6484,6556,0,19.340
1780230301.006,10.340,6484,6556,0,0.000
1780230301.058,10.392,6484,6556,0,0.000
1780230301.109,10.443,6484,6556,0,0.000
1780230301.162,10.496,6484,6556,0,19.086
1780230301.214,10.548,6484,6556,0,0.000
1780230301.267,10.601,6484,6556,0,0.000
1780230301.320,10.654,6484,6556,0,18.885
1780230301.373,10.707,6484,6556,0,18.705
1780230301.428,10.762,6484,6556,0,0.000
1780230301.480,10.814,6484,6556,0,19.082
1780230301.535,10.869,6484,6556,0,18.235
1780230301.587,10.921,6484,6556,0,19.202
1780230301.639,10.973,6484,6556,0,0.000
1780230301.692,11.025,6484,6556,0,0.000
1780230301.743,11.077,6484,6556,0,0.000
1780230301.795,11.129,6484,6556,0,0.000
1780230301.847,11.181,6484,6556,0,19.362
1780230301.899,11.233,6484,6556,0,0.000
1780230301.950,11.284,6484,6556,0,0.000
1780230302.002,11.336,6484,6556,0,0.000
1780230302.053,11.387,6484,6556,0,19.416
1780230302.105,11.439,6484,6556,0,0.000
1780230302.157,11.490,6484,6556,0,0.000
1780230302.208,11.542,6484,6556,0,19.413
1780230302.259,11.593,6484,6556,0,0.000
1780230302.311,11.645,6484,6556,0,19.459
1780230302.362,11.696,6484,6556,0,0.000
1780230302.414,11.748,6484,6556,0,0.000
1780230302.466,11.799,6484,6556,0,19.250
1780230302.517,11.851,6484,6556,0,0.000
1780230302.569,11.902,6484,6556,0,0.000
1780230302.620,11.954,6484,6556,0,0.000
1780230302.671,12.005,6484,6556,0,19.449
1780230302.723,12.057,6484,6556,0,0.000
1780230302.774,12.108,6484,6556,0,0.000
1780230302.826,12.159,6484,6556,0,0.000
1780230302.877,12.211,6484,6556,0,19.467
1780230302.928,12.262,6484,6556,0,0.000
1780230302.980,12.314,6484,6556,0,0.000
1780230303.031,12.365,6484,6556,0,0.000
1780230303.082,12.416,6484,6556,0,19.470
1780230303.134,12.468,6484,6556,0,0.000
1780230303.185,12.519,6484,6556,0,0.000
1780230303.237,12.571,6484,6556,0,0.000
1780230303.288,12.622,6484,6556,0,0.000
1780230303.339,12.673,6484,6556,0,0.000
1780230303.391,12.725,6484,6556,0,19.414
1780230303.442,12.776,6484,6556,0,0.000
1780230303.494,12.828,6484,6556,0,19.424
1780230303.545,12.879,6484,6556,0,0.000
1780230303.597,12.931,6484,6556,0,0.000
1780230303.648,12.982,6484,6556,0,19.452
1780230303.700,13.033,6484,6556,0,0.000
1780230303.751,13.085,6484,6556,0,0.000
1780230303.802,13.136,6484,6556,0,0.000
1780230303.854,13.188,6484,6556,0,19.462
1780230303.905,13.239,6484,6556,0,0.000
1780230303.957,13.291,6484,6556,0,0.000
1780230304.008,13.342,6484,6556,0,0.000
1780230304.060,13.393,6484,6556,0,0.000
1780230304.111,13.445,6484,6556,0,19.459
1780230304.162,13.496,6484,6556,0,0.000
1780230304.214,13.548,6484,6556,0,0.000
1780230304.265,13.599,6484,6556,0,0.000
1780230304.317,13.650,6484,6556,0,19.451
1780230304.368,13.702,6484,6556,0,0.000
1780230304.419,13.753,6484,6556,0,0.000
1780230304.471,13.805,6484,6556,0,0.000
1780230304.522,13.856,6484,6556,0,19.457
1780230304.574,13.908,6484,6556,0,0.000
1780230304.625,13.959,6484,6556,0,0.000
1780230304.677,14.011,6484,6556,0,19.420
1780230304.728,14.062,6484,6556,0,0.000
1780230304.780,14.114,6484,6556,0,19.459
1780230304.831,14.165,6484,6556,0,0.000
1780230304.882,14.216,6484,6556,0,0.000
1780230304.934,14.268,6484,6556,0,0.000
1780230304.985,14.319,6484,6556,0,0.000
1780230305.037,14.371,6484,6556,0,19.465
1780230305.088,14.422,6484,6556,0,0.000
1780230305.140,14.474,6484,6556,0,0.000
1780230305.191,14.525,6484,6556,0,0.000
1780230305.243,14.576,6484,6556,0,19.460
1780230305.294,14.628,6484,6556,0,0.000
1780230305.345,14.679,6484,6556,0,0.000
1780230305.397,14.731,6484,6556,0,0.000
1780230305.448,14.782,6484,6556,0,19.450
1780230305.500,14.834,6484,6556,0,0.000
1780230305.551,14.885,6484,6556,0,0.000
1780230305.603,14.936,6484,6556,0,0.000
1780230305.654,14.988,6484,6556,0,0.000
1780230305.705,15.039,6484,6556,0,19.441
1780230305.757,15.091,6484,6556,0,0.000
1780230305.811,15.145,6484,6556,0,0.000
1780230305.863,15.196,6484,6556,0,0.000
1780230305.915,15.249,6484,6556,0,38.435
1780230305.966,15.300,6484,6556,0,0.000
1780230306.018,15.352,6484,6556,0,0.000
1780230306.070,15.404,6484,6556,0,0.000
1780230306.122,15.456,6484,6556,0,0.000
1780230306.174,15.508,6484,6556,0,19.217
1780230306.227,15.561,6484,6556,0,0.000
1780230306.279,15.612,6484,6556,0,0.000
1780230306.330,15.664,6484,6556,0,0.000
1780230306.383,15.717,6484,6556,0,19.063
1780230306.435,15.769,6484,6556,0,0.000
1780230306.487,15.821,6484,6556,0,0.000
1780230306.538,15.872,6484,6556,0,19.346
1780230306.590,15.924,6484,6556,0,0.000
1780230306.642,15.976,6484,6556,0,0.000
1780230306.694,16.027,6484,6556,0,0.000
1780230306.745,16.079,6484,6556,0,19.314
1780230306.797,16.131,6484,6556,0,0.000
1780230306.850,16.184,6484,6556,0,0.000
1780230306.902,16.235,6484,6556,0,19.271
1780230306.955,16.289,6484,6556,0,0.000
1780230307.007,16.340,6484,6556,0,0.000
1780230307.059,16.392,6484,6556,0,19.230
1780230307.111,16.444,6484,6556,0,0.000
1780230307.165,16.499,6484,6556,0,18.214
1780230307.220,16.554,6484,6556,0,18.356
1780230307.272,16.606,6484,6556,0,0.000
1780230307.324,16.658,6484,6556,0,19.317
1780230307.375,16.709,6484,6556,0,0.000
1780230307.431,16.764,6484,6556,0,0.000
1780230307.482,16.816,6484,6556,0,0.000
1780230307.534,16.868,6484,6556,0,19.350
1780230307.586,16.920,6484,6556,0,0.000
1780230307.637,16.971,6484,6556,0,0.000
1780230307.689,17.023,6484,6556,0,0.000
1780230307.741,17.075,6484,6556,0,19.242
1780230307.793,17.127,6484,6556,0,0.000
1780230307.845,17.179,6484,6556,0,0.000
1780230307.897,17.231,6484,6556,0,18.946
1780230307.950,17.284,6484,6556,0,0.000
1780230308.002,17.336,6484,6556,0,0.000
1780230308.055,17.388,6484,6556,0,0.000
1780230308.107,17.441,6484,6556,0,18.991
1780230308.159,17.493,6484,6556,0,0.000
1780230308.212,17.546,6484,6556,0,133.231
1780230308.265,17.599,6484,6556,0,56.372
1780230308.318,17.652,6484,6556,0,113.464
1780230308.370,17.704,6484,6556,0,133.666
1780230308.423,17.757,6484,6556,0,37.961
1780230308.475,17.809,6484,6556,0,114.540
1780230308.528,17.862,6484,6556,0,76.609
1780230308.580,17.914,6484,6556,0,95.649
1780230308.633,17.967,6484,6556,0,131.516
1780230308.685,18.019,6484,6556,0,57.576
1780230308.738,18.072,6484,6556,0,76.302
1780230308.790,18.124,6484,6556,0,172.855
1780230308.842,18.176,6484,6556,0,95.775
1780230308.894,18.228,6484,6556,0,57.755
1780230308.946,18.280,6484,6556,0,153.867
1780230308.998,18.332,6484,6556,0,96.082
1780230309.051,18.385,6484,6556,0,189.394
1780230309.104,18.437,6484,6556,0,132.445
1780230309.157,18.491,6484,6556,0,0.000
1780230309.209,18.543,6484,6556,0,75.918
1780230309.263,18.596,6484,6556,0,188.239
1780230309.315,18.649,6484,6556,0,133.698
1780230309.367,18.701,6484,6556,0,0.000
1780230309.419,18.753,6484,6556,0,0.000
1780230309.473,18.807,6484,6556,0,110.608
1780230309.525,18.859,6484,6556,0,171.982
1780230309.578,18.912,6484,6556,0,95.527
1780230309.630,18.964,6484,6556,0,115.426
1780230309.682,19.016,6484,6556,0,151.344
1780230309.735,19.069,6484,6556,0,76.725
1780230309.787,19.120,6484,6556,0,38.503
1780230309.839,19.172,6484,6556,0,57.743
1780230309.890,19.224,6484,6556,0,38.494
1780230309.943,19.276,6484,6556,0,153.735
1780230309.996,19.330,6484,6556,0,149.800
1780230310.048,19.382,6484,6556,0,38.258
1780230310.101,19.435,6484,6556,0,94.313
1780230310.157,19.491,6484,6556,0,179.325
1780230310.209,19.543,6484,6556,0,192.075
1780230310.262,19.596,6484,6556,0,132.410
1780230310.314,19.648,6484,6556,0,190.322
1780230310.368,19.702,6484,6556,0,149.597
1780230310.420,19.754,6484,6556,0,172.071
1780230310.472,19.806,6484,6556,0,154.027
1780230310.525,19.859,6484,6556,0,151.831
1780230310.577,19.911,6484,6556,0,172.076
1780230310.629,19.963,6484,6556,0,172.296
1780230310.682,20.015,6484,6556,0,153.314
1780230310.734,20.068,6484,6556,0,95.846
1780230310.786,20.120,6484,6556,0,134.730
1780230310.839,20.173,6484,6556,0,150.295
1780230310.891,20.225,6484,6556,0,134.573
1780230310.943,20.277,6484,6556,0,95.451
1780230310.997,20.331,6484,6556,0,149.102
1780230311.049,20.383,6484,6556,0,115.248
1780230311.102,20.435,6484,6556,0,171.529
1780230311.154,20.488,6484,6556,0,95.208
1780230311.206,20.540,6484,6556,0,210.638
1780230311.260,20.594,6484,6556,0,148.027
1780230311.312,20.646,6484,6556,0,134.734
1780230311.365,20.698,6484,6556,2,95.557
1780230311.417,20.750,6484,6556,2,0.000
1780230311.468,20.802,6484,6556,2,96.279
1780230311.521,20.855,6484,6556,2,150.924
1780230311.574,20.908,6484,6556,2,114.682
1780230311.626,20.960,6484,6556,2,95.625
1780230311.679,21.013,6484,6556,2,190.277
1780230311.733,21.067,6484,6556,2,129.624
1780230311.785,21.119,6484,6556,2,95.746
1780230311.837,21.171,6484,6556,2,114.948
1780230311.889,21.223,6484,6556,2,95.677
1780230311.943,21.277,6484,6556,2,205.745
1780230311.995,21.329,6484,6556,2,114.548
1780230312.049,21.383,6484,6556,2,186.714
1780230312.103,21.437,6484,6556,2,147.833
1780230312.155,21.489,6484,6556,2,96.090
1780230312.207,21.541,6484,6556,2,189.969
1780230312.260,21.594,6484,6556,2,133.223
1780230312.312,21.646,6484,6556,2,134.569
1780230312.365,21.698,6484,6556,2,171.557
1780230312.417,21.751,6484,6556,2,190.154
1780230312.470,21.804,6484,6556,2,132.303
1780230312.522,21.856,6484,6556,2,134.476
1780230312.574,21.908,6484,6556,2,19.171
1780230312.626,21.960,6484,6556,2,38.519
1780230312.678,22.012,6484,6556,2,154.065
1780230312.730,22.064,6484,6556,2,134.280
1780230312.782,22.116,6484,6556,2,133.928
1780230312.834,22.168,6484,6556,2,153.877
1780230312.888,22.222,6484,6556,2,222.882
1780230312.941,22.274,6484,6556,2,133.873
1780230312.993,22.327,6484,6556,2,134.499
1780230313.045,22.379,6484,6556,2,153.896
1780230313.097,22.431,6484,6556,2,228.702
1780230313.150,22.484,6484,6556,2,168.531
1780230313.203,22.537,6484,6556,2,132.440
1780230313.256,22.590,6484,6556,2,170.088
1780230313.309,22.643,6484,6556,2,248.247
1780230313.361,22.695,6484,6556,2,153.450
1780230313.413,22.747,6484,6556,2,153.787
1780230313.465,22.799,6484,6556,2,133.951
1780230313.517,22.851,6484,6556,2,153.690
1780230313.569,22.903,6484,6556,2,133.992
1780230313.621,22.955,6484,6556,2,96.072
1780230313.673,23.007,6484,6556,2,38.520
1780230313.725,23.059,6484,6556,2,115.306
1780230313.778,23.112,6484,6556,2,151.555
1780230313.831,23.165,6484,6556,2,152.268
1780230313.883,23.217,6484,6556,2,134.153
1780230313.936,23.270,6484,6556,2,151.545
1780230313.988,23.322,6484,6556,2,132.810
1780230314.040,23.374,6484,6556,0,134.555
1780230314.094,23.427,6484,6556,0,150.326
1780230314.148,23.482,6484,6556,0,166.173
1780230314.200,23.534,6484,6556,0,152.305
1780230314.254,23.588,6484,6556,1,168.152
1780230314.306,23.640,6484,6556,1,114.726
1780230314.358,23.692,6484,6556,2,172.751
1780230314.410,23.744,6484,6556,2,134.354
1780230314.464,23.798,6484,6556,2,186.764
1780230314.516,23.850,6484,6556,2,153.723
1780230314.568,23.902,6484,6556,2,114.165
1780230314.620,23.954,6484,6556,2,192.337
1780230314.673,24.007,6484,6556,2,191.598
1780230314.725,24.059,6484,6556,2,132.585
1780230314.778,24.111,6484,6556,2,134.326
1780230314.830,24.164,6484,6556,2,153.587
1780230314.882,24.216,6484,6556,2,132.545
1780230314.934,24.268,6484,6556,2,134.524
1780230314.987,24.321,6484,6556,2,172.428
1780230315.039,24.373,6484,6556,2,133.655
1780230315.091,24.425,6484,6556,2,153.805
1780230315.143,24.477,6484,6556,2,134.178
1780230315.195,24.529,6484,6556,2,57.697
1780230315.247,24.581,6484,6556,2,57.760
1780230315.299,24.633,6484,6556,2,38.430
1780230315.351,24.685,6484,6556,2,154.095
1780230315.403,24.737,6484,6556,2,134.464
1780230315.455,24.789,6484,6556,2,115.145
1780230315.508,24.842,6484,6556,2,114.524
1780230315.560,24.894,6484,6556,2,153.095
1780230315.612,24.946,6484,6556,2,95.334
1780230315.664,24.998,6484,6556,2,57.558
1780230315.716,25.050,6484,6556,2,77.016
1780230315.770,25.103,6484,6556,2,150.614
1780230315.822,25.156,6484,6556,2,152.659
1780230315.874,25.208,6484,6556,2,153.523
1780230315.927,25.260,6484,6556,2,152.326
1780230315.979,25.312,6484,6556,2,153.838
1780230316.031,25.365,6484,6556,2,153.738
1780230316.083,25.417,6484,6556,2,152.169
1780230316.135,25.469,6484,6556,2,134.572
1780230316.187,25.521,6484,6556,2,153.707
1780230316.240,25.574,6484,6556,2,227.476
1780230316.292,25.626,6484,6556,2,153.649
1780230316.345,25.679,6484,6556,2,132.787
1780230316.398,25.732,6484,6556,2,263.026
1780230316.452,25.786,6484,6556,2,148.391
1780230316.505,25.839,6484,6556,2,168.662
1780230316.559,25.893,6484,6556,2,243.319
1780230316.611,25.945,6484,6556,2,134.301
1780230316.663,25.997,6484,6556,2,153.643
1780230316.715,26.049,6484,6556,2,153.416
1780230316.767,26.101,6484,6556,2,114.647
1780230316.819,26.153,6484,6556,2,211.538
1780230316.872,26.206,6484,6556,2,170.772
1780230316.925,26.259,6484,6556,2,132.455
1780230316.977,26.311,6484,6556,2,172.888
1780230317.029,26.363,6484,6556,2,134.477
1780230317.081,26.415,6484,6556,2,210.829
1780230317.134,26.468,6484,6556,2,151.759
1780230317.188,26.521,6484,6556,2,149.243
1780230317.240,26.573,6484,6556,2,153.813
1780230317.292,26.626,6484,6556,2,152.797
1780230317.348,26.682,6484,6556,2,125.152
1780230317.400,26.734,6484,6556,2,172.451
1780230317.453,26.787,6484,6556,2,170.689
1780230317.505,26.839,6484,6556,2,152.889
1780230317.561,26.895,6484,6556,2,125.515
1780230317.613,26.947,6484,6556,2,153.527
1780230317.665,26.999,6484,6556,2,191.765
1780230317.718,27.052,6484,6556,2,171.161
1780230317.770,27.104,6484,6556,2,134.485
1780230317.822,27.156,6484,6556,2,152.589
1780230317.875,27.209,6484,6556,2,209.088
1780230317.928,27.262,6484,6556,2,151.072
1780230317.980,27.314,6484,6556,2,209.890
1780230318.033,27.366,6484,6556,2,95.421
1780230318.085,27.418,6484,6556,2,96.035
1780230318.137,27.471,6484,6556,2,266.106
1780230318.194,27.528,6484,6556,2,175.114
1780230318.247,27.581,6484,6556,2,133.351
1780230318.299,27.633,6484,6556,2,115.292
1780230318.351,27.685,6484,6556,2,286.028
1780230318.404,27.738,6484,6556,1,228.800
1780230318.456,27.790,6484,6556,1,114.988
1780230318.508,27.842,6484,6556,1,133.442
1780230318.562,27.896,6484,6556,1,93.488
1780230318.615,27.948,6484,6556,1,94.858
1780230318.667,28.001,6484,6556,1,190.654
1780230318.720,28.053,6484,6556,1,266.293
1780230318.774,28.108,6484,6556,1,184.504
1780230318.827,28.161,6484,6556,1,168.593
1780230318.879,28.213,6484,6556,1,134.438
1780230318.931,28.265,6484,6556,1,172.745
1780230318.984,28.318,6484,6556,1,132.569
1780230319.037,28.371,6484,6556,1,151.412
1780230319.092,28.426,6484,6556,1,217.824
1780230319.144,28.478,6484,6556,1,115.214
1780230319.196,28.530,6484,6556,1,134.184
1780230319.250,28.583,6484,6556,1,150.189
1780230319.302,28.636,6484,6556,1,249.386
1780230319.356,28.689,6484,6556,1,185.854
1780230319.408,28.742,6484,6556,1,191.479
1780230319.460,28.794,6484,6556,1,172.795
1780230319.512,28.846,6484,6556,1,266.255
1780230319.565,28.899,6484,6556,1,189.483
1780230319.619,28.953,6484,6556,1,165.663
1780230319.672,29.005,6484,6556,1,192.116
1780230319.724,29.058,6484,6556,1,153.453
1780230319.776,29.110,6484,6556,1,134.588
1780230319.828,29.162,6484,6556,1,134.501
1780230319.880,29.214,6484,6556,1,133.391
1780230319.932,29.266,6484,6556,1,153.537
1780230319.984,29.318,6484,6556,1,153.545
1780230320.036,29.370,6484,6556,1,134.484
1780230320.089,29.423,6484,6556,1,152.558
1780230320.141,29.475,6484,6556,1,153.740
1780230320.193,29.527,6484,6556,1,152.641
1780230320.245,29.579,6484,6556,1,134.364
1780230320.300,29.634,6484,6556,1,147.339
1780230320.352,29.686,6484,6556,1,171.950
1780230320.404,29.738,6484,6556,1,133.956
1780230320.458,29.792,6484,6556,1,167.586
1780230320.511,29.845,6484,6556,1,152.017
1780230320.564,29.898,6484,6556,1,149.398
1780230320.617,29.951,6484,6556,1,133.362
1780230320.669,30.003,6484,6556,1,133.013
1780230320.722,30.056,6484,6556,1,189.082
1780230320.774,30.108,6484,6556,1,172.702
1780230320.826,30.160,6484,6556,1,134.352
1780230320.879,30.213,6484,6556,1,247.974
1780230320.931,30.265,6484,6556,1,153.059
1780230320.983,30.317,6484,6556,1,191.569
1780230321.036,30.370,6484,6556,1,170.759
1780230321.088,30.422,6484,6556,1,153.667
1780230321.141,30.475,6484,6556,1,227.160
1780230321.194,30.528,6484,6556,1,168.612
1780230321.247,30.581,6484,6556,1,131.872
1780230321.301,30.635,6484,6556,1,167.217
1780230321.356,30.690,6484,6556,1,217.230
1780230321.409,30.743,6484,6556,1,171.220
1780230321.461,30.795,6484,6556,1,191.117
1780230321.516,30.850,6484,6556,1,218.952
1780230321.568,30.902,6484,6556,1,211.180
1780230321.622,30.956,6484,6556,1,259.097
1780230321.678,31.012,6484,6556,1,269.510
1780230321.732,31.066,6484,6556,1,278.888
1780230321.784,31.118,6484,6556,1,208.391
1780230321.839,31.173,6484,6556,1,237.649
1780230321.892,31.226,6484,6556,1,171.309
1780230321.951,31.285,6484,6556,1,185.072
1780230322.006,31.340,6484,6556,1,127.842
1780230322.060,31.394,6484,6556,1,279.457
1780230322.113,31.447,6484,6556,1,168.552
1780230322.173,31.506,6484,6556,1,167.802
