wall_time_unix,elapsed_s,launcher_pid,process_pid,last_cpu,process_cpu_percent
1780228208.455,4.609,541,541,0,0.000
1780228208.505,4.660,541,541,0,0.000
1780228208.556,4.711,541,541,0,0.000
1780228208.607,4.761,541,541,0,0.000
1780228208.657,4.812,541,541,0,0.000
1780228208.708,4.862,541,541,0,0.000
1780228208.758,4.913,541,541,0,0.000
1780228208.809,4.964,541,541,0,0.000
1780228208.860,5.014,541,541,0,0.000
1780228208.910,5.065,541,541,0,0.000
1780228208.961,5.116,541,541,0,0.000
1780228209.012,5.166,541,541,0,0.000
1780228209.062,5.217,541,541,0,0.000
1780228209.113,5.267,541,541,0,0.000
1780228209.163,5.318,541,541,0,0.000
1780228209.214,5.369,541,541,0,0.000
1780228209.265,5.419,541,541,0,0.000
1780228209.315,5.470,541,541,0,0.000
1780228209.366,5.520,541,541,0,0.000
1780228209.416,5.571,541,541,0,0.000
1780228209.467,5.621,541,541,0,0.000
1780228209.518,5.672,541,541,0,0.000
1780228209.568,5.723,541,541,0,0.000
1780228209.619,5.773,541,541,0,0.000
1780228209.669,5.824,541,541,0,0.000
1780228209.720,5.874,541,541,0,0.000
1780228209.770,5.925,541,541,0,0.000
1780228209.821,5.975,541,541,0,0.000
1780228209.871,6.026,541,541,0,0.000
1780228209.922,6.076,541,541,0,0.000
1780228209.972,6.127,541,541,0,0.000
1780228210.023,6.177,541,541,0,0.000
1780228210.073,6.228,541,541,0,0.000
1780228210.124,6.278,541,541,0,0.000
1780228210.174,6.329,541,541,0,0.000
1780228210.225,6.380,541,541,0,0.000
1780228210.276,6.430,541,541,0,0.000
1780228210.327,6.481,541,541,0,0.000
1780228210.377,6.532,541,541,0,0.000
1780228210.428,6.583,541,541,0,0.000
1780228210.479,6.633,541,541,0,0.000
1780228210.530,6.684,541,541,0,0.000
1780228210.581,6.735,541,541,0,0.000
1780228210.631,6.786,541,541,0,0.000
1780228210.682,6.836,541,541,0,0.000
1780228210.733,6.887,541,541,0,0.000
1780228210.783,6.938,541,541,0,0.000
1780228210.834,6.988,541,541,0,0.000
1780228210.885,7.039,541,541,0,0.000
1780228210.935,7.090,541,541,0,0.000
1780228210.986,7.140,541,541,0,0.000
1780228211.037,7.191,541,541,0,0.000
1780228211.087,7.242,541,541,0,0.000
1780228211.138,7.292,541,541,0,0.000
1780228211.191,7.345,541,541,0,0.000
1780228211.242,7.396,541,541,0,0.000
1780228211.292,7.447,541,541,0,0.000
1780228211.343,7.497,541,541,0,0.000
1780228211.393,7.548,541,541,0,0.000
1780228211.444,7.599,541,541,0,0.000
1780228211.495,7.649,541,541,0,0.000
1780228211.546,7.700,541,541,0,0.000
1780228211.596,7.751,541,541,0,0.000
1780228211.647,7.802,541,541,0,0.000
1780228211.698,7.852,541,541,0,0.000
1780228211.748,7.903,541,541,0,0.000
1780228211.799,7.954,541,541,0,0.000
1780228211.850,8.004,541,541,0,0.000
1780228211.901,8.055,541,541,0,0.000
1780228211.952,8.106,541,541,0,0.000
1780228212.002,8.157,541,541,0,0.000
1780228212.053,8.207,541,541,0,0.000
1780228212.104,8.258,541,541,0,0.000
1780228212.154,8.309,541,541,0,0.000
1780228212.205,8.359,541,541,0,0.000
1780228212.255,8.410,541,541,0,0.000
1780228212.306,8.460,541,541,0,0.000
1780228212.356,8.511,541,541,0,0.000
1780228212.407,8.561,541,541,0,0.000
1780228212.457,8.612,541,541,0,0.000
1780228212.508,8.662,541,541,0,0.000
1780228212.558,8.713,541,541,0,0.000
1780228212.609,8.763,541,541,0,0.000
1780228212.660,8.814,541,541,0,0.000
1780228212.710,8.865,541,541,0,0.000
1780228212.761,8.915,541,541,0,0.000
1780228212.811,8.966,541,541,0,0.000
1780228212.862,9.016,541,541,0,0.000
1780228212.912,9.067,541,541,0,0.000
1780228212.963,9.117,541,541,0,0.000
1780228213.013,9.168,541,541,0,0.000
1780228213.064,9.218,541,541,0,0.000
1780228213.114,9.269,541,541,0,0.000
1780228213.165,9.320,541,541,0,0.000
1780228213.216,9.370,541,541,0,0.000
1780228213.266,9.421,541,541,0,0.000
1780228213.317,9.471,541,541,0,0.000
1780228213.368,9.522,541,541,0,0.000
1780228213.418,9.572,541,541,0,0.000
1780228213.469,9.623,541,541,0,0.000
1780228213.519,9.674,541,541,0,0.000
1780228213.570,9.724,541,541,0,0.000
1780228213.620,9.775,541,541,0,0.000
1780228213.671,9.825,541,541,0,0.000
1780228213.722,9.876,541,541,0,0.000
1780228213.772,9.927,541,541,0,0.000
1780228213.823,9.977,541,541,0,0.000
1780228213.873,10.028,541,541,0,0.000
1780228213.924,10.079,541,541,0,0.000
1780228213.975,10.129,541,541,0,0.000
1780228214.025,10.180,541,541,0,0.000
1780228214.076,10.230,541,541,0,0.000
1780228214.127,10.281,541,541,0,0.000
1780228214.178,10.332,541,541,0,0.000
1780228214.228,10.383,541,541,0,0.000
1780228214.279,10.433,541,541,0,0.000
1780228214.329,10.484,541,541,0,0.000
1780228214.380,10.534,541,541,0,0.000
1780228214.431,10.585,541,541,0,0.000
1780228214.481,10.636,541,541,0,0.000
1780228214.532,10.686,541,541,0,0.000
1780228214.582,10.737,541,541,0,0.000
1780228214.633,10.787,541,541,0,0.000
1780228214.684,10.838,541,541,0,0.000
1780228214.734,10.889,541,541,0,0.000
1780228214.785,10.939,541,541,0,0.000
1780228214.835,10.990,541,541,0,0.000
1780228214.886,11.040,541,541,0,0.000
1780228214.937,11.091,541,541,0,0.000
1780228214.987,11.142,541,541,0,0.000
1780228215.038,11.192,541,541,0,0.000
1780228215.089,11.243,541,541,0,0.000
1780228215.139,11.294,541,541,0,0.000
1780228215.190,11.344,541,541,0,0.000
1780228215.240,11.395,541,541,0,0.000
1780228215.291,11.445,541,541,0,0.000
1780228215.342,11.496,541,541,0,0.000
1780228215.392,11.547,541,541,0,0.000
1780228215.443,11.597,541,541,0,0.000
1780228215.494,11.648,541,541,0,0.000
1780228215.544,11.699,541,541,0,0.000
1780228215.595,11.749,541,541,0,0.000
1780228215.646,11.800,541,541,0,0.000
1780228215.696,11.851,541,541,0,0.000
1780228215.747,11.901,541,541,0,0.000
1780228215.798,11.952,541,541,0,0.000
1780228215.848,12.003,541,541,0,0.000
1780228215.899,12.053,541,541,0,0.000
1780228215.949,12.104,541,541,0,0.000
1780228216.000,12.155,541,541,0,0.000
1780228216.051,12.205,541,541,0,0.000
1780228216.101,12.256,541,541,0,0.000
1780228216.152,12.306,541,541,0,0.000
1780228216.203,12.358,541,541,0,0.000
1780228216.254,12.408,541,541,0,0.000
1780228216.305,12.459,541,541,0,0.000
1780228216.355,12.510,541,541,0,0.000
1780228216.406,12.560,541,541,0,0.000
1780228216.457,12.611,541,541,0,0.000
1780228216.507,12.662,541,541,0,0.000
1780228216.558,12.712,541,541,0,0.000
1780228216.608,12.763,541,541,0,0.000
1780228216.659,12.814,541,541,0,0.000
1780228216.710,12.864,541,541,0,0.000
1780228216.760,12.915,541,541,0,0.000
1780228216.811,12.965,541,541,0,0.000
1780228216.861,13.016,541,541,0,0.000
1780228216.912,13.067,541,541,0,0.000
1780228216.963,13.117,541,541,0,0.000
1780228217.013,13.168,541,541,0,0.000
1780228217.064,13.218,541,541,0,0.000
1780228217.115,13.269,541,541,0,0.000
1780228217.165,13.320,541,541,0,0.000
1780228217.216,13.370,541,541,0,0.000
1780228217.267,13.421,541,541,0,0.000
1780228217.317,13.472,541,541,0,0.000
1780228217.368,13.522,541,541,0,0.000
1780228217.418,13.573,541,541,0,0.000
1780228217.469,13.623,541,541,0,0.000
1780228217.520,13.674,541,541,0,0.000
1780228217.571,13.725,541,541,0,0.000
1780228217.621,13.776,541,541,0,0.000
1780228217.672,13.827,541,541,0,0.000
1780228217.723,13.877,541,541,0,0.000
1780228217.773,13.928,541,541,0,0.000
1780228217.824,13.979,541,541,0,0.000
1780228217.875,14.029,541,541,0,0.000
1780228217.925,14.080,541,541,0,0.000
1780228217.976,14.131,541,541,0,0.000
1780228218.027,14.181,541,541,0,0.000
1780228218.078,14.232,541,541,0,0.000
1780228218.128,14.283,541,541,0,0.000
1780228218.179,14.333,541,541,0,0.000
1780228218.230,14.384,541,541,0,0.000
1780228218.280,14.435,541,541,0,0.000
1780228218.331,14.485,541,541,0,0.000
1780228218.382,14.536,541,541,0,0.000
1780228218.432,14.587,541,541,0,0.000
1780228218.483,14.638,541,541,0,0.000
1780228218.534,14.688,541,541,0,0.000
1780228218.585,14.739,541,541,0,0.000
1780228218.636,14.790,541,541,0,0.000
1780228218.686,14.841,541,541,0,0.000
1780228218.737,14.892,541,541,0,0.000
1780228218.788,14.942,541,541,0,0.000
1780228218.839,14.993,541,541,0,0.000
1780228218.889,15.044,541,541,0,0.000
1780228218.940,15.095,541,541,0,0.000
1780228218.991,15.145,541,541,0,0.000
1780228219.043,15.197,541,541,0,0.000
1780228219.094,15.248,541,541,0,0.000
1780228219.144,15.299,541,541,0,0.000
1780228219.195,15.350,541,541,0,0.000
1780228219.246,15.401,541,541,0,0.000
1780228219.297,15.451,541,541,0,0.000
1780228219.347,15.502,541,541,0,0.000
1780228219.398,15.552,541,541,0,0.000
1780228219.448,15.603,541,541,0,0.000
1780228219.499,15.653,541,541,0,0.000
1780228219.549,15.703,541,541,0,0.000
1780228219.599,15.754,541,541,0,0.000
1780228219.650,15.804,541,541,0,0.000
1780228219.700,15.855,541,541,0,0.000
1780228219.751,15.905,541,541,0,0.000
1780228219.801,15.956,541,541,0,0.000
1780228219.851,16.006,541,541,0,0.000
1780228219.902,16.056,541,541,0,0.000
1780228219.952,16.107,541,541,0,0.000
1780228220.003,16.157,541,541,0,0.000
1780228220.053,16.208,541,541,0,0.000
1780228220.104,16.258,541,541,0,0.000
1780228220.154,16.309,541,541,0,0.000
1780228220.205,16.359,541,541,0,0.000
1780228220.255,16.410,541,541,0,0.000
1780228220.306,16.460,541,541,0,0.000
1780228220.356,16.511,541,541,0,0.000
1780228220.407,16.561,541,541,0,0.000
1780228220.457,16.612,541,541,0,0.000
1780228220.508,16.662,541,541,0,0.000
1780228220.558,16.713,541,541,0,0.000
1780228220.609,16.763,541,541,0,0.000
1780228220.659,16.814,541,541,0,0.000
1780228220.710,16.864,541,541,0,0.000
1780228220.760,16.915,541,541,0,0.000
1780228220.811,16.965,541,541,0,0.000
1780228220.861,17.016,541,541,0,0.000
1780228220.912,17.066,541,541,0,0.000
1780228220.962,17.116,541,541,0,0.000
1780228221.012,17.167,541,541,0,0.000
1780228221.063,17.217,541,541,0,0.000
1780228221.113,17.268,541,541,0,0.000
1780228221.164,17.318,541,541,0,0.000
1780228221.214,17.368,541,541,0,0.000
1780228221.290,17.444,541,541,0,0.000
1780228221.340,17.494,541,541,0,0.000
1780228221.390,17.545,541,541,0,0.000
1780228221.441,17.595,541,541,0,0.000
1780228221.491,17.646,541,541,0,0.000
1780228221.542,17.696,541,541,0,0.000
1780228221.592,17.746,541,541,0,0.000
1780228221.642,17.797,541,541,0,0.000
1780228221.693,17.847,541,541,0,0.000
1780228221.743,17.898,541,541,0,0.000
1780228221.794,17.948,541,541,0,0.000
1780228221.844,17.998,541,541,0,0.000
1780228221.894,18.049,541,541,0,0.000
1780228221.945,18.099,541,541,0,0.000
1780228221.995,18.150,541,541,0,0.000
1780228222.046,18.200,541,541,0,0.000
1780228222.096,18.251,541,541,0,0.000
1780228222.147,18.301,541,541,0,0.000
1780228222.198,18.352,541,541,0,0.000
1780228222.248,18.403,541,541,0,0.000
1780228222.299,18.453,541,541,0,0.000
1780228222.350,18.504,541,541,0,0.000
1780228222.403,18.557,541,541,0,0.000
1780228222.453,18.608,541,541,0,0.000
1780228222.504,18.658,541,541,0,0.000
1780228222.555,18.709,541,541,0,0.000
1780228222.605,18.760,541,541,0,0.000
1780228222.656,18.810,541,541,0,0.000
1780228222.706,18.861,541,541,0,0.000
1780228222.757,18.911,541,541,0,0.000
1780228222.807,18.962,541,541,0,0.000
1780228222.858,19.012,541,541,0,0.000
1780228222.909,19.063,541,541,0,0.000
1780228222.960,19.114,541,541,0,0.000
1780228223.010,19.165,541,541,0,0.000
1780228223.061,19.216,541,541,0,0.000
1780228223.115,19.269,541,541,0,0.000
1780228223.166,19.320,541,541,0,0.000
1780228223.221,19.375,541,541,0,0.000
1780228223.275,19.429,541,541,0,0.000
1780228223.325,19.480,541,541,0,0.000
1780228223.376,19.530,541,541,0,0.000
1780228223.427,19.581,541,541,0,0.000
1780228223.477,19.632,541,541,0,0.000
1780228223.528,19.683,541,541,0,0.000
1780228223.582,19.736,541,541,0,0.000
1780228223.632,19.787,541,541,0,0.000
1780228223.683,19.837,541,541,0,0.000
1780228223.733,19.888,541,541,0,0.000
1780228223.784,19.939,541,541,0,0.000
1780228223.835,19.989,541,541,0,0.000
1780228223.885,20.040,541,541,0,0.000
1780228223.936,20.090,541,541,0,0.000
1780228223.987,20.141,541,541,0,0.000
1780228224.037,20.192,541,541,0,0.000
1780228224.088,20.242,541,541,0,0.000
1780228224.139,20.293,541,541,0,0.000
1780228224.189,20.344,541,541,0,0.000
1780228224.240,20.394,541,541,0,0.000
1780228224.290,20.445,541,541,0,0.000
1780228224.341,20.495,541,541,0,0.000
1780228224.392,20.546,541,541,0,0.000
1780228224.442,20.597,541,541,0,0.000
1780228224.493,20.647,541,541,0,0.000
1780228224.543,20.698,541,541,0,0.000
1780228224.594,20.748,541,541,0,0.000
1780228224.644,20.799,541,541,0,0.000
1780228224.695,20.849,541,541,0,0.000
1780228224.745,20.900,541,541,0,0.000
1780228224.796,20.950,541,541,0,0.000
1780228224.846,21.001,541,541,0,0.000
1780228224.897,21.051,541,541,0,0.000
1780228224.947,21.102,541,541,0,0.000
1780228224.998,21.152,541,541,0,0.000
1780228225.048,21.203,541,541,0,0.000
1780228225.099,21.253,541,541,0,0.000
1780228225.149,21.304,541,541,0,0.000
1780228225.200,21.354,541,541,0,0.000
1780228225.250,21.405,541,541,0,0.000
1780228225.301,21.455,541,541,0,0.000
1780228225.352,21.506,541,541,0,0.000
1780228225.402,21.557,541,541,0,0.000
1780228225.453,21.607,541,541,0,0.000
1780228225.504,21.658,541,541,0,0.000
1780228225.554,21.709,541,541,0,0.000
1780228225.605,21.759,541,541,0,0.000
1780228225.655,21.810,541,541,0,0.000
1780228225.706,21.860,541,541,0,0.000
1780228225.756,21.911,541,541,0,0.000
1780228225.807,21.961,541,541,0,0.000
1780228225.857,22.012,541,541,0,0.000
1780228225.908,22.062,541,541,0,0.000
1780228225.959,22.113,541,541,0,0.000
1780228226.009,22.164,541,541,0,0.000
1780228226.060,22.214,541,541,0,0.000
1780228226.110,22.264,541,541,0,0.000
1780228226.161,22.315,541,541,0,0.000
1780228226.212,22.366,541,541,0,0.000
1780228226.262,22.417,541,541,0,0.000
1780228226.313,22.467,541,541,0,0.000
1780228226.363,22.518,541,541,0,0.000
1780228226.414,22.568,541,541,0,0.000
1780228226.464,22.618,541,541,0,0.000
1780228226.515,22.669,541,541,0,0.000
1780228226.565,22.719,541,541,0,0.000
1780228226.615,22.770,541,541,0,0.000
1780228226.666,22.820,541,541,0,0.000
1780228226.716,22.871,541,541,0,0.000
1780228226.767,22.921,541,541,0,0.000
1780228226.817,22.972,541,541,0,0.000
1780228226.869,23.023,541,541,0,0.000
1780228226.919,23.074,541,541,0,0.000
1780228226.970,23.125,541,541,0,0.000
1780228227.021,23.175,541,541,0,0.000
1780228227.071,23.226,541,541,0,0.000
1780228227.122,23.276,541,541,0,0.000
1780228227.173,23.327,541,541,0,0.000
1780228227.224,23.378,541,541,0,0.000
1780228227.274,23.429,541,541,0,0.000
1780228227.325,23.479,541,541,0,0.000
1780228227.375,23.530,541,541,0,0.000
1780228227.426,23.580,541,541,0,0.000
1780228227.477,23.631,541,541,0,0.000
1780228227.527,23.682,541,541,0,0.000
1780228227.578,23.732,541,541,0,0.000
1780228227.628,23.783,541,541,0,0.000
1780228227.679,23.834,541,541,0,0.000
1780228227.730,23.884,541,541,0,0.000
1780228227.780,23.935,541,541,0,0.000
1780228227.831,23.985,541,541,0,0.000
1780228227.881,24.036,541,541,0,0.000
1780228227.932,24.087,541,541,0,0.000
1780228227.984,24.138,541,541,0,0.000
1780228228.034,24.189,541,541,0,0.000
1780228228.085,24.240,541,541,0,0.000
1780228228.136,24.290,541,541,0,0.000
1780228228.187,24.341,541,541,0,0.000
1780228228.238,24.392,541,541,0,0.000
1780228228.288,24.443,541,541,0,0.000
1780228228.343,24.497,541,541,0,0.000
1780228228.393,24.548,541,541,0,0.000
1780228228.444,24.599,541,541,0,0.000
1780228228.495,24.649,541,541,0,0.000
1780228228.545,24.700,541,541,0,0.000
1780228228.596,24.751,541,541,0,0.000
1780228228.647,24.802,541,541,0,0.000
1780228228.698,24.852,541,541,0,0.000
1780228228.749,24.903,541,541,0,0.000
1780228228.799,24.954,541,541,0,0.000
1780228228.850,25.004,541,541,0,0.000
1780228228.901,25.055,541,541,0,0.000
1780228228.952,25.106,541,541,0,0.000
1780228229.002,25.157,541,541,0,0.000
1780228229.054,25.208,541,541,0,0.000
1780228229.105,25.259,541,541,0,0.000
1780228229.156,25.310,541,541,0,0.000
1780228229.207,25.361,541,541,0,0.000
1780228229.257,25.412,541,541,0,0.000
1780228229.308,25.463,541,541,0,0.000
1780228229.359,25.513,541,541,0,0.000
1780228229.409,25.564,541,541,0,0.000
1780228229.460,25.615,541,541,0,0.000
1780228229.511,25.665,541,541,0,0.000
1780228229.562,25.716,541,541,0,0.000
1780228229.612,25.767,541,541,0,0.000
1780228229.663,25.818,541,541,0,0.000
1780228229.714,25.869,541,541,0,0.000
1780228229.765,25.919,541,541,0,0.000
1780228229.815,25.970,541,541,0,0.000
1780228229.866,26.021,541,541,0,0.000
1780228229.917,26.071,541,541,0,0.000
1780228229.968,26.122,541,541,0,0.000
1780228230.019,26.173,541,541,0,0.000
1780228230.069,26.224,541,541,0,0.000
1780228230.120,26.274,541,541,0,0.000
1780228230.171,26.325,541,541,0,0.000
1780228230.221,26.376,541,541,0,0.000
1780228230.273,26.427,541,541,0,0.000
1780228230.324,26.478,541,541,0,0.000
1780228230.375,26.529,541,541,0,0.000
1780228230.425,26.580,541,541,0,0.000
1780228230.476,26.631,541,541,0,0.000
1780228230.527,26.681,541,541,0,0.000
1780228230.577,26.732,541,541,0,0.000
1780228230.628,26.783,541,541,0,0.000
1780228230.679,26.834,541,541,0,0.000
1780228230.731,26.885,541,541,0,0.000
1780228230.782,26.937,541,541,0,0.000
1780228230.834,26.988,541,541,0,0.000
1780228230.886,27.040,541,541,0,0.000
1780228230.937,27.091,541,541,0,0.000
1780228230.988,27.142,541,541,0,0.000
1780228231.039,27.193,541,541,0,0.000
1780228231.089,27.244,541,541,0,0.000
1780228231.140,27.295,541,541,0,0.000
1780228231.191,27.346,541,541,0,0.000
1780228231.244,27.399,541,541,0,0.000
1780228231.295,27.449,541,541,0,0.000
1780228231.346,27.500,541,541,0,0.000
1780228231.398,27.552,541,541,0,0.000
1780228231.448,27.603,541,541,0,0.000
1780228231.499,27.654,541,541,0,0.000
1780228231.550,27.705,541,541,0,0.000
1780228231.601,27.755,541,541,0,0.000
1780228231.652,27.806,541,541,0,0.000
1780228231.702,27.857,541,541,0,0.000
1780228231.753,27.908,541,541,0,0.000
1780228231.804,27.958,541,541,0,0.000
1780228231.855,28.010,541,541,0,0.000
1780228231.907,28.061,541,541,0,0.000
1780228231.957,28.112,541,541,0,0.000
1780228232.008,28.163,541,541,0,0.000
1780228232.059,28.213,541,541,0,0.000
1780228232.110,28.264,541,541,0,0.000
1780228232.160,28.315,541,541,0,0.000
1780228232.211,28.365,541,541,0,0.000
1780228232.261,28.416,541,541,0,0.000
1780228232.312,28.466,541,541,0,0.000
1780228232.363,28.517,541,541,0,0.000
1780228232.413,28.568,541,541,0,0.000
1780228232.464,28.618,541,541,0,0.000
1780228232.515,28.669,541,541,0,0.000
1780228232.566,28.720,541,541,0,0.000
1780228232.616,28.771,541,541,0,0.000
1780228232.667,28.822,541,541,0,0.000
1780228232.718,28.873,541,541,0,0.000
1780228232.769,28.923,541,541,0,0.000
1780228232.820,28.974,541,541,0,0.000
1780228232.871,29.025,541,541,0,0.000
1780228232.921,29.076,541,541,0,0.000
1780228232.972,29.126,541,541,0,0.000
1780228233.023,29.177,541,541,0,0.000
1780228233.074,29.228,541,541,0,0.000
1780228233.125,29.279,541,541,0,0.000
1780228233.175,29.330,541,541,0,0.000
1780228233.226,29.380,541,541,0,0.000
1780228233.277,29.431,541,541,0,0.000
1780228233.327,29.482,541,541,0,0.000
1780228233.378,29.533,541,541,0,0.000
1780228233.429,29.584,541,541,0,0.000
1780228233.480,29.635,541,541,0,0.000
1780228233.531,29.686,541,541,0,0.000
1780228233.582,29.737,541,541,0,0.000
1780228233.633,29.787,541,541,0,0.000
1780228233.684,29.838,541,541,0,0.000
1780228233.735,29.890,541,541,0,0.000
1780228233.786,29.941,541,541,0,0.000
1780228233.837,29.992,541,541,0,0.000
1780228233.888,30.042,541,541,0,0.000
1780228233.939,30.093,541,541,0,0.000
1780228233.990,30.144,541,541,0,0.000
1780228234.041,30.195,541,541,0,0.000
1780228234.092,30.246,541,541,0,0.000
1780228234.142,30.297,541,541,0,0.000
1780228234.193,30.348,541,541,0,0.000
1780228234.244,30.398,541,541,0,0.000
1780228234.295,30.449,541,541,0,0.000
1780228234.345,30.500,541,541,0,0.000
1780228234.396,30.551,541,541,0,0.000
1780228234.447,30.601,541,541,0,0.000
1780228234.498,30.652,541,541,0,0.000
1780228234.549,30.703,541,541,0,0.000
1780228234.603,30.757,541,541,0,0.000
1780228234.653,30.808,541,541,0,0.000
1780228234.704,30.858,541,541,0,0.000
1780228234.755,30.909,541,541,0,0.000
1780228234.806,30.960,541,541,0,0.000
1780228234.857,31.011,541,541,0,0.000
1780228234.908,31.062,541,541,0,0.000
1780228234.959,31.113,541,541,0,0.000
1780228235.010,31.165,541,541,0,0.000
1780228235.061,31.216,541,541,0,0.000
1780228235.112,31.266,541,541,0,0.000
1780228235.163,31.317,541,541,0,0.000
1780228235.214,31.368,541,541,0,0.000
1780228235.264,31.419,541,541,0,0.000
1780228235.315,31.470,541,541,0,0.000
1780228235.366,31.520,541,541,0,0.000
1780228235.417,31.571,541,541,0,0.000
1780228235.468,31.622,541,541,0,0.000
1780228235.518,31.673,541,541,0,0.000
1780228235.569,31.724,541,541,0,0.000
1780228235.620,31.775,541,541,0,0.000
1780228235.671,31.825,541,541,0,0.000
1780228235.723,31.877,541,541,0,0.000
1780228235.774,31.928,541,541,0,0.000
1780228235.824,31.979,541,541,0,0.000
1780228235.875,32.030,541,541,0,0.000
1780228235.926,32.080,541,541,0,0.000
1780228235.976,32.131,541,541,0,0.000
1780228236.027,32.182,541,541,0,0.000
1780228236.078,32.232,541,541,0,0.000
1780228236.129,32.283,541,541,0,0.000
1780228236.180,32.334,541,541,0,0.000
1780228236.231,32.385,541,541,0,0.000
1780228236.282,32.436,541,541,0,0.000
1780228236.332,32.487,541,541,0,0.000
1780228236.384,32.538,541,541,0,0.000
1780228236.435,32.589,541,541,0,0.000
1780228236.486,32.640,541,541,0,0.000
1780228236.537,32.691,541,541,0,0.000
1780228236.588,32.742,541,541,0,0.000
1780228236.639,32.793,541,541,0,0.000
1780228236.690,32.844,541,541,0,0.000
1780228236.741,32.895,541,541,0,0.000
1780228236.792,32.946,541,541,0,0.000
1780228236.842,32.997,541,541,0,0.000
1780228236.893,33.047,541,541,0,0.000
1780228236.944,33.099,541,541,0,0.000
1780228236.995,33.150,541,541,0,0.000
1780228237.046,33.201,541,541,0,0.000
1780228237.097,33.251,541,541,0,0.000
1780228237.147,33.302,541,541,0,0.000
1780228237.198,33.353,541,541,0,0.000
1780228237.249,33.403,541,541,0,0.000
1780228237.299,33.454,541,541,0,0.000
1780228237.350,33.505,541,541,0,0.000
1780228237.401,33.555,541,541,0,0.000
1780228237.452,33.606,541,541,0,0.000
