wall_time_unix,elapsed_s,launcher_pid,ov2slam_pid,last_cpu,process_cpu_percent
1780232048.622,6.677,15357,15429,1,0.000
1780232048.674,6.730,15357,15429,1,19.087
1780232048.727,6.782,15357,15429,1,0.000
1780232048.779,6.835,15357,15429,1,19.150
1780232048.832,6.887,15357,15429,1,19.057
1780232048.884,6.939,15357,15429,1,0.000
1780232048.936,6.992,15357,15429,1,0.000
1780232048.989,7.044,15357,15429,1,0.000
1780232049.041,7.097,15357,15429,1,19.054
1780232049.094,7.149,15357,15429,1,0.000
1780232049.147,7.202,15357,15429,1,18.718
1780232049.199,7.255,15357,15429,1,0.000
1780232049.252,7.307,15357,15429,1,19.026
1780232049.304,7.360,15357,15429,1,0.000
1780232049.357,7.412,15357,15429,1,19.056
1780232049.409,7.464,15357,15429,1,0.000
1780232049.461,7.517,15357,15429,1,0.000
1780232049.514,7.569,15357,15429,1,19.088
1780232049.566,7.622,15357,15429,1,0.000
1780232049.619,7.674,15357,15429,1,0.000
1780232049.671,7.727,15357,15429,1,19.056
1780232049.723,7.779,15357,15429,1,0.000
1780232049.776,7.831,15357,15429,1,0.000
1780232049.828,7.884,15357,15429,1,19.125
1780232049.881,7.936,15357,15429,1,19.058
1780232049.933,7.988,15357,15429,1,0.000
1780232049.986,8.041,15357,15429,1,19.046
1780232050.038,8.093,15357,15429,1,0.000
1780232050.091,8.146,15357,15429,1,18.941
1780232050.143,8.199,15357,15429,1,0.000
1780232050.196,8.251,15357,15429,1,0.000
1780232050.248,8.303,15357,15429,1,19.115
1780232050.300,8.356,15357,15429,1,0.000
1780232050.353,8.408,15357,15429,1,0.000
1780232050.450,8.505,15357,15429,1,10.290
1780232050.503,8.558,15357,15429,1,0.000
1780232050.555,8.610,15357,15429,1,19.055
1780232050.608,8.663,15357,15429,1,0.000
1780232050.660,8.715,15357,15429,1,0.000
1780232050.712,8.768,15357,15429,1,19.082
1780232050.765,8.820,15357,15429,1,0.000
1780232050.817,8.873,15357,15429,1,19.038
1780232050.870,8.925,15357,15429,1,19.077
1780232050.973,9.029,15357,15429,1,9.659
1780232051.027,9.082,15357,15429,1,0.000
1780232051.079,9.135,15357,15429,1,19.114
1780232051.132,9.187,15357,15429,1,0.000
1780232051.190,9.246,15357,15429,1,17.041
1780232051.243,9.298,15357,15429,1,0.000
1780232051.295,9.351,15357,15429,1,19.123
1780232051.348,9.403,15357,15429,1,0.000
1780232051.400,9.455,15357,15429,1,0.000
1780232051.501,9.556,15357,15429,1,9.894
1780232051.554,9.609,15357,15429,1,19.037
1780232051.606,9.661,15357,15429,1,19.098
1780232051.658,9.714,15357,15429,1,0.000
1780232051.711,9.766,15357,15429,1,0.000
1780232051.763,9.819,15357,15429,1,19.067
1780232051.816,9.871,15357,15429,1,19.112
1780232051.868,9.923,15357,15429,1,0.000
1780232051.920,9.976,15357,15429,1,19.102
1780232051.973,10.028,15357,15429,1,0.000
1780232052.027,10.082,15357,15429,1,0.000
1780232052.079,10.135,15357,15429,1,19.042
1780232052.132,10.187,15357,15429,1,0.000
1780232052.184,10.240,15357,15429,1,19.055
1780232052.236,10.292,15357,15429,1,0.000
1780232052.289,10.344,15357,15429,1,0.000
1780232052.341,10.397,15357,15429,1,19.096
1780232052.444,10.499,15357,15429,1,0.000
1780232052.496,10.552,15357,15429,1,19.054
1780232052.549,10.604,15357,15429,1,0.000
1780232052.601,10.657,15357,15429,1,19.045
1780232052.654,10.709,15357,15429,1,0.000
1780232052.706,10.762,15357,15429,1,0.000
1780232052.759,10.814,15357,15429,1,19.087
1780232052.811,10.866,15357,15429,1,19.044
1780232052.863,10.919,15357,15429,1,0.000
1780232052.916,10.971,15357,15429,1,0.000
1780232052.968,11.024,15357,15429,1,0.000
1780232053.021,11.076,15357,15429,1,0.000
1780232053.073,11.128,15357,15429,1,38.204
1780232053.126,11.181,15357,15429,1,0.000
1780232053.178,11.233,15357,15429,1,0.000
1780232053.230,11.286,15357,15429,1,19.036
1780232053.288,11.343,15357,15429,1,0.000
1780232053.340,11.395,15357,15429,1,19.272
1780232053.391,11.447,15357,15429,1,0.000
1780232053.443,11.499,15357,15429,1,0.000
1780232053.504,11.559,15357,15429,1,16.570
1780232053.555,11.611,15357,15429,1,0.000
1780232053.607,11.662,15357,15429,1,0.000
1780232053.659,11.714,15357,15429,1,0.000
1780232053.711,11.766,15357,15429,1,19.356
1780232053.811,11.867,15357,15429,1,0.000
1780232053.863,11.918,15357,15429,1,0.000
1780232053.915,11.970,15357,15429,1,19.345
1780232053.967,12.022,15357,15429,1,0.000
1780232054.018,12.074,15357,15429,1,0.000
1780232054.070,12.125,15357,15429,1,0.000
1780232054.122,12.177,15357,15429,1,19.349
1780232054.174,12.229,15357,15429,1,0.000
1780232054.225,12.281,15357,15429,1,0.000
1780232054.325,12.380,15357,15429,1,10.065
1780232054.377,12.433,15357,15429,1,0.000
1780232054.429,12.484,15357,15429,1,19.356
1780232054.481,12.536,15357,15429,1,0.000
1780232054.532,12.588,15357,15429,1,0.000
1780232054.584,12.640,15357,15429,1,0.000
1780232054.636,12.691,15357,15429,1,19.341
1780232054.688,12.743,15357,15429,1,0.000
1780232054.739,12.795,15357,15429,1,0.000
1780232054.844,12.899,15357,15429,1,9.570
1780232054.896,12.951,15357,15429,1,0.000
1780232054.947,13.003,15357,15429,1,0.000
1780232054.999,13.054,15357,15429,1,19.309
1780232055.051,13.106,15357,15429,1,0.000
1780232055.103,13.158,15357,15429,1,0.000
1780232055.154,13.210,15357,15429,1,0.000
1780232055.206,13.261,15357,15429,1,19.299
1780232055.258,13.313,15357,15429,1,0.000
1780232055.310,13.365,15357,15429,1,0.000
1780232055.361,13.417,15357,15429,1,0.000
1780232055.413,13.469,15357,15429,1,19.219
1780232055.465,13.520,15357,15429,1,0.000
1780232055.517,13.572,15357,15429,1,0.000
1780232055.568,13.624,15357,15429,1,0.000
1780232055.620,13.676,15357,15429,1,19.309
1780232055.672,13.727,15357,15429,1,0.000
1780232055.724,13.779,15357,15429,1,0.000
1780232055.775,13.831,15357,15429,1,19.354
1780232055.827,13.883,15357,15429,1,0.000
1780232055.879,13.934,15357,15429,1,0.000
1780232055.931,13.986,15357,15429,1,0.000
1780232055.982,14.038,15357,15429,1,19.348
1780232056.034,14.090,15357,15429,1,0.000
1780232056.086,14.142,15357,15429,1,0.000
1780232056.184,14.240,15357,15429,1,10.209
1780232056.236,14.291,15357,15429,1,0.000
1780232056.288,14.343,15357,15429,1,0.000
1780232056.339,14.395,15357,15429,1,0.000
1780232056.391,14.446,15357,15429,1,38.725
1780232056.443,14.498,15357,15429,1,0.000
1780232056.495,14.550,15357,15429,1,0.000
1780232056.547,14.602,15357,15429,1,0.000
1780232056.598,14.654,15357,15429,1,19.366
1780232056.697,14.753,15357,15429,1,0.000
1780232056.749,14.805,15357,15429,1,0.000
1780232056.801,14.856,15357,15429,1,19.330
1780232056.853,14.908,15357,15429,1,0.000
1780232056.913,14.969,15357,15429,1,0.000
1780232056.965,15.020,15357,15429,1,0.000
1780232057.017,15.072,15357,15429,1,19.372
1780232057.068,15.124,15357,15429,1,0.000
1780232057.120,15.176,15357,15429,1,0.000
1780232057.224,15.279,15357,15429,1,9.641
1780232057.276,15.331,15357,15429,1,0.000
1780232057.328,15.384,15357,15429,1,0.000
1780232057.380,15.436,15357,15429,1,0.000
1780232057.445,15.501,15357,15429,1,15.404
1780232057.497,15.553,15357,15429,1,0.000
1780232057.550,15.605,15357,15429,1,0.000
1780232057.602,15.657,15357,15429,1,19.093
1780232057.654,15.710,15357,15429,1,0.000
1780232057.735,15.790,15357,15429,1,12.414
1780232057.787,15.842,15357,15429,1,19.107
1780232057.839,15.895,15357,15429,1,0.000
1780232057.891,15.947,15357,15429,1,0.000
1780232057.944,15.999,15357,15429,1,0.000
1780232057.996,16.052,15357,15429,1,18.987
1780232058.049,16.104,15357,15429,1,0.000
1780232058.103,16.158,15357,15429,1,0.000
1780232058.155,16.210,15357,15429,1,19.210
1780232058.258,16.314,15357,15429,1,0.000
1780232058.311,16.366,15357,15429,1,19.026
1780232058.366,16.422,15357,15429,1,0.000
1780232058.420,16.476,15357,15429,1,18.504
1780232058.473,16.528,15357,15429,1,0.000
1780232058.526,16.582,15357,15429,1,0.000
1780232058.578,16.634,15357,15429,1,19.248
1780232058.631,16.686,15357,15429,1,19.031
1780232058.683,16.738,15357,15429,1,0.000
1780232058.735,16.790,15357,15429,1,0.000
1780232058.786,16.842,15357,15429,1,0.000
1780232058.840,16.896,15357,15429,1,18.552
1780232058.892,16.947,15357,15429,1,0.000
1780232058.944,16.999,15357,15429,1,0.000
1780232058.996,17.051,15357,15429,1,19.236
1780232059.048,17.103,15357,15429,1,0.000
1780232059.100,17.155,15357,15429,1,0.000
1780232059.154,17.209,15357,15429,1,0.000
1780232059.206,17.261,15357,15429,1,0.000
1780232059.258,17.313,15357,15429,1,19.281
1780232059.310,17.365,15357,15429,1,19.272
1780232059.361,17.417,15357,15429,1,0.000
1780232059.413,17.468,15357,15429,1,0.000
1780232059.465,17.520,15357,15429,1,0.000
1780232059.518,17.573,15357,15429,1,0.000
1780232059.570,17.625,15357,15429,1,19.285
1780232059.622,17.677,15357,15429,1,0.000
1780232059.675,17.730,15357,15429,1,0.000
1780232059.726,17.782,15357,15429,1,19.320
1780232059.779,17.834,15357,15429,1,0.000
1780232059.830,17.886,15357,15429,1,19.310
1780232059.883,17.938,15357,15429,1,0.000
1780232059.934,17.990,15357,15429,1,19.297
1780232059.987,18.042,15357,15429,1,152.817
1780232060.042,18.097,15357,15429,1,0.000
1780232060.094,18.149,15357,15429,1,19.214
1780232060.146,18.201,15357,15429,1,134.519
1780232060.198,18.254,15357,15429,1,56.923
1780232060.250,18.306,15357,15429,1,96.104
1780232060.303,18.359,15357,15429,3,151.673
1780232060.356,18.411,15357,15429,3,76.050
1780232060.408,18.464,15357,15429,3,37.993
1780232060.461,18.516,15357,15429,0,171.183
1780232060.513,18.569,15357,15429,0,76.564
1780232060.567,18.622,15357,15429,0,74.892
1780232060.619,18.674,15357,15429,2,191.001
1780232060.672,18.727,15357,15429,0,57.030
1780232060.724,18.779,15357,15429,1,171.701
1780232060.776,18.832,15357,15429,1,114.920
1780232060.829,18.884,15357,15429,1,75.804
1780232060.883,18.938,15357,15429,1,129.621
1780232060.935,18.991,15357,15429,1,172.715
1780232060.987,19.043,15357,15429,1,152.871
1780232061.040,19.095,15357,15429,1,133.663
1780232061.092,19.148,15357,15429,1,114.022
1780232061.145,19.200,15357,15429,1,19.137
1780232061.197,19.252,15357,15429,1,0.000
1780232061.249,19.305,15357,15429,1,152.884
1780232061.303,19.358,15357,15429,1,130.292
1780232061.356,19.412,15357,15429,1,112.434
1780232061.408,19.464,15357,15429,1,0.000
1780232061.461,19.516,15357,15429,1,172.723
1780232061.514,19.569,15357,15429,1,112.440
1780232061.567,19.623,15357,15429,0,112.856
1780232061.619,19.675,15357,15429,0,57.680
1780232061.672,19.728,15357,15429,0,37.671
1780232061.726,19.782,15357,15429,0,73.730
1780232061.779,19.834,15357,15429,0,76.500
1780232061.833,19.888,15357,15429,0,184.195
1780232061.885,19.941,15357,15429,0,133.693
1780232061.938,19.993,15357,15429,0,133.595
1780232061.991,20.046,15357,15429,0,170.331
1780232062.043,20.098,15357,15429,0,134.505
1780232062.095,20.150,15357,15429,0,134.561
1780232062.150,20.206,15357,15429,0,144.144
1780232062.203,20.258,15357,15429,0,152.008
1780232062.255,20.310,15357,15429,0,153.674
1780232062.308,20.363,15357,15429,0,151.226
1780232062.363,20.418,15357,15429,0,127.270
1780232062.415,20.471,15357,15429,2,191.053
1780232062.468,20.523,15357,15429,2,114.508
1780232062.521,20.576,15357,15429,2,169.475
1780232062.573,20.628,15357,15429,2,38.214
1780232062.625,20.681,15357,15429,2,76.717
1780232062.678,20.733,15357,15429,2,190.857
1780232062.730,20.785,15357,15429,2,152.577
1780232062.786,20.841,15357,15429,2,125.714
1780232062.838,20.893,15357,15429,2,134.241
1780232062.890,20.946,15357,15429,2,133.481
1780232062.943,20.998,15357,15429,2,152.983
1780232062.995,21.051,15357,15429,2,151.360
1780232063.048,21.103,15357,15429,2,133.436
1780232063.100,21.156,15357,15429,2,152.875
1780232063.152,21.208,15357,15429,2,134.266
1780232063.205,21.260,15357,15429,2,114.894
1780232063.257,21.312,15357,15429,2,192.048
1780232063.313,21.369,15357,15429,2,141.496
1780232063.367,21.422,15357,15429,2,149.489
1780232063.420,21.475,15357,15429,2,149.916
1780232063.473,21.529,15357,15429,2,56.457
1780232063.526,21.582,15357,15429,2,75.222
1780232063.579,21.634,15357,15429,2,208.519
1780232063.632,21.687,15357,15429,2,152.447
1780232063.684,21.739,15357,15429,2,133.847
1780232063.736,21.792,15357,15429,2,133.232
1780232063.789,21.844,15357,15429,2,134.168
1780232063.841,21.896,15357,15429,2,153.345
1780232063.893,21.948,15357,15429,2,134.059
1780232063.945,22.001,15357,15429,2,134.046
1780232063.997,22.053,15357,15429,2,229.347
1780232064.050,22.105,15357,15429,2,133.060
1780232064.103,22.158,15357,15429,3,152.198
1780232064.155,22.211,15357,15429,3,133.360
1780232064.208,22.263,15357,15429,3,76.054
1780232064.260,22.316,15357,15429,3,190.226
1780232064.314,22.369,15357,15429,3,130.475
1780232064.366,22.422,15357,15429,3,152.393
1780232064.422,22.477,15357,15429,3,216.244
1780232064.475,22.530,15357,15429,3,170.738
1780232064.531,22.586,15357,15429,3,177.257
1780232064.583,22.639,15357,15429,3,191.388
1780232064.637,22.693,15357,15429,3,203.807
1780232064.690,22.745,15357,15429,3,152.840
1780232064.743,22.798,15357,15429,3,224.801
1780232064.796,22.852,15357,15429,3,169.252
1780232064.848,22.904,15357,15429,3,153.236
1780232064.901,22.956,15357,15429,3,153.428
1780232064.953,23.008,15357,15429,3,229.543
1780232065.006,23.062,15357,15429,3,149.649
1780232065.059,23.114,15357,15429,3,152.685
1780232065.112,23.167,15357,15429,3,169.589
1780232065.165,23.220,15357,15429,3,132.237
1780232065.217,23.273,15357,15429,3,151.462
1780232065.271,23.327,15357,15429,3,222.370
1780232065.326,23.381,15357,15429,3,166.364
1780232065.379,23.434,15357,15429,3,149.883
1780232065.432,23.487,15357,15429,3,150.961
1780232065.485,23.540,15357,15429,3,151.742
1780232065.537,23.593,15357,15429,3,94.973
1780232065.591,23.646,15357,15429,3,169.165
1780232065.647,23.702,15357,15429,3,141.980
1780232065.702,23.757,15357,15429,3,127.576
1780232065.754,23.810,15357,15429,3,152.715
1780232065.807,23.862,15357,15429,3,132.273
1780232065.860,23.915,15357,15429,0,151.267
1780232065.913,23.968,15357,15429,0,170.591
1780232065.967,24.023,15357,15429,0,164.990
1780232066.020,24.075,15357,15429,0,152.705
1780232066.074,24.130,15357,15429,0,128.003
1780232066.130,24.185,15357,15429,0,161.354
1780232066.183,24.238,15357,15429,0,113.620
1780232066.237,24.292,15357,15429,0,167.308
1780232066.290,24.345,15357,15429,0,151.072
1780232066.342,24.397,15357,15429,0,134.301
1780232066.394,24.449,15357,15429,0,153.296
1780232066.446,24.502,15357,15429,0,134.117
1780232066.498,24.554,15357,15429,0,191.331
1780232066.551,24.606,15357,15429,0,153.055
1780232066.603,24.658,15357,15429,0,114.846
1780232066.655,24.710,15357,15429,0,153.418
1780232066.710,24.765,15357,15429,0,128.063
1780232066.762,24.818,15357,15429,0,151.725
1780232066.815,24.870,15357,15429,0,152.171
1780232066.868,24.923,15357,15429,0,189.583
1780232066.924,24.980,15357,15429,0,141.118
1780232066.979,25.034,15357,15429,0,129.336
1780232067.031,25.087,15357,15429,0,151.187
1780232067.085,25.140,15357,15429,0,75.169
1780232067.137,25.193,15357,15429,0,38.159
1780232067.189,25.244,15357,15429,0,38.488
1780232067.241,25.296,15357,15429,0,115.413
1780232067.293,25.349,15357,15429,0,152.963
1780232067.347,25.402,15357,15429,0,150.488
1780232067.401,25.456,15357,15429,0,147.659
1780232067.453,25.509,15357,15429,0,132.854
1780232067.506,25.561,15357,15429,0,37.986
1780232067.559,25.614,15357,15429,0,171.309
1780232067.635,25.691,15357,15429,0,143.612
1780232067.690,25.745,15357,15429,0,146.433
1780232067.743,25.798,15357,15429,0,169.136
1780232067.796,25.851,15357,15429,0,169.584
1780232067.848,25.904,15357,15429,0,134.035
1780232067.901,25.956,15357,15429,0,132.680
1780232067.954,26.010,15357,15429,0,150.514
1780232068.007,26.063,15357,15429,0,244.229
1780232068.061,26.116,15357,15429,0,130.481
1780232068.115,26.170,15357,15429,0,278.287
1780232068.168,26.223,15357,15429,0,132.273
1780232068.224,26.279,15357,15429,0,143.299
1780232068.282,26.337,15357,15429,0,259.269
1780232068.334,26.390,15357,15429,0,151.933
1780232068.392,26.447,15357,15429,0,138.886
1780232068.445,26.501,15357,15429,0,130.768
1780232068.498,26.553,15357,15429,0,171.238
1780232068.551,26.607,15357,15429,0,131.136
1780232068.604,26.660,15357,15429,0,189.043
1780232068.657,26.712,15357,15429,0,151.815
1780232068.711,26.766,15357,15429,0,149.124
1780232068.765,26.821,15357,15429,0,164.387
1780232068.818,26.874,15357,15429,0,151.321
1780232068.871,26.927,15357,15429,0,112.882
1780232068.924,26.980,15357,15429,0,208.231
1780232068.977,27.032,15357,15429,0,132.795
1780232069.030,27.085,15357,15429,0,151.988
1780232069.083,27.138,15357,15429,0,150.568
1780232069.135,27.191,15357,15429,0,209.143
1780232069.189,27.244,15357,15429,0,148.900
1780232069.241,27.297,15357,15429,0,153.402
1780232069.294,27.349,15357,15429,0,152.408
1780232069.347,27.402,15357,15429,0,245.186
1780232069.399,27.455,15357,15429,0,171.359
1780232069.491,27.546,15357,15429,0,196.804
1780232069.544,27.599,15357,15429,0,187.137
1780232069.599,27.655,15357,15429,0,144.844
1780232069.652,27.708,15357,15429,0,132.486
1780232069.705,27.760,15357,15429,0,247.734
1780232069.758,27.813,15357,15429,0,168.338
1780232069.811,27.866,15357,15429,0,151.393
1780232069.863,27.919,15357,15429,0,267.342
1780232069.916,27.972,15357,15429,0,169.631
1780232069.971,28.026,15357,15429,0,147.461
1780232070.024,28.079,15357,15429,0,242.930
1780232070.078,28.134,15357,15429,0,184.499
1780232070.131,28.187,15357,15429,0,226.504
1780232070.184,28.239,15357,15429,0,170.400
1780232070.239,28.294,15357,15429,0,128.223
1780232070.291,28.346,15357,15429,0,152.884
1780232070.343,28.399,15357,15429,0,134.311
1780232070.396,28.451,15357,15429,0,133.636
1780232070.448,28.503,15357,15429,0,114.147
1780232070.503,28.558,15357,15429,0,219.375
1780232070.555,28.610,15357,15429,0,191.759
1780232070.607,28.663,15357,15429,0,152.914
1780232070.659,28.715,15357,15429,0,153.515
1780232070.715,28.771,15357,15429,0,179.132
1780232070.770,28.825,15357,15429,0,146.431
1780232070.822,28.878,15357,15429,0,171.356
1780232070.875,28.930,15357,15429,0,171.785
1780232070.931,28.987,15357,15429,0,141.274
1780232070.984,29.040,15357,15429,0,131.724
1780232071.038,29.094,15357,15429,0,148.505
1780232071.091,29.146,15357,15429,0,228.831
1780232071.143,29.199,15357,15429,1,133.478
1780232071.197,29.252,15357,15429,0,131.036
1780232071.250,29.305,15357,15429,0,151.218
1780232071.303,29.358,15357,15429,0,94.339
1780232071.356,29.411,15357,15429,0,187.717
1780232071.408,29.464,15357,15429,0,133.605
1780232071.462,29.517,15357,15429,1,224.270
1780232071.515,29.571,15357,15429,1,149.299
1780232071.569,29.624,15357,15429,1,150.382
1780232071.623,29.678,15357,15429,1,128.994
1780232071.676,29.731,15357,15429,1,151.432
1780232071.729,29.785,15357,15429,1,130.194
1780232071.782,29.837,15357,15429,1,133.592
1780232071.835,29.890,15357,15429,1,188.988
1780232071.888,29.943,15357,15429,1,132.504
1780232071.945,30.000,15357,15429,1,138.968
1780232071.998,30.053,15357,15429,1,170.768
1780232072.050,30.106,15357,15429,1,152.093
1780232072.106,30.161,15357,15429,1,143.949
1780232072.162,30.217,15357,15429,1,232.212
1780232072.223,30.278,15357,15429,1,198.080
1780232072.275,30.330,15357,15429,1,133.777
1780232072.330,30.385,15357,15429,1,145.443
1780232072.382,30.438,15357,15429,1,171.740
1780232072.434,30.490,15357,15429,1,134.300
1780232072.487,30.542,15357,15429,1,152.396
1780232072.540,30.595,15357,15429,1,207.112
1780232072.593,30.648,15357,15429,1,189.651
1780232072.646,30.701,15357,15429,1,132.435
1780232072.700,30.756,15357,15429,1,146.016
1780232072.753,30.808,15357,15429,1,248.748
1780232072.807,30.862,15357,15429,1,147.024
1780232072.862,30.917,15357,15429,1,146.516
1780232072.915,30.971,15357,15429,1,148.538
1780232072.970,31.026,15357,15429,1,145.543
1780232073.027,31.082,15357,15429,1,159.171
1780232073.079,31.135,15357,15429,1,229.875
1780232073.131,31.187,15357,15429,1,133.979
1780232073.185,31.240,15357,15429,1,188.036
1780232073.239,31.295,15357,15429,1,275.380
1780232073.293,31.349,15357,15429,2,258.801
1780232073.347,31.403,15357,15429,2,276.376
1780232073.402,31.457,15357,15429,2,294.555
1780232073.456,31.511,15357,15429,2,278.682
1780232073.514,31.570,15357,15429,2,203.841
1780232073.575,31.631,15357,15429,2,213.293
1780232073.629,31.684,15357,15429,2,149.160
1780232073.682,31.738,15357,15429,2,281.133
1780232073.737,31.792,15357,15429,2,147.390
1780232073.789,31.844,15357,15429,2,152.886
1780232073.842,31.897,15357,15429,2,208.542
1780232073.895,31.950,15357,15429,2,188.526
1780232073.947,32.002,15357,15429,2,95.760
1780232073.999,32.055,15357,15429,2,115.014
1780232074.052,32.107,15357,15429,2,113.804
1780232074.105,32.160,15357,15429,2,94.982
1780232074.157,32.213,15357,15429,2,113.707
1780232074.210,32.265,15357,15429,2,95.665
1780232074.262,32.317,15357,15429,2,57.210
1780232074.361,32.416,15357,15429,2,202.870
1780232074.414,32.470,15357,15429,2,92.878
1780232074.468,32.524,15357,15429,2,92.991
1780232074.521,32.576,15357,15429,0,114.416
1780232074.573,32.628,15357,15429,0,248.622
1780232074.627,32.682,15357,15429,1,167.243
1780232074.679,32.735,15357,15429,1,248.196
1780232074.734,32.789,15357,15429,0,183.049
1780232074.787,32.843,15357,15429,0,205.406
1780232074.841,32.896,15357,15429,0,168.884
1780232074.894,32.949,15357,15429,0,56.293
1780232074.947,33.002,15357,15429,0,151.560
1780232075.000,33.055,15357,15429,0,112.725
