wall_time_unix,elapsed_s,launcher_pid,ov2slam_pid,tid,comm,last_cpu,thread_cpu_percent
1780232042.204,0.259,15357,15429,15439,recvUC,3,0.000
1780232042.204,0.259,15357,15429,15440,ov2slam_node,3,0.000
1780232042.204,0.259,15357,15429,15441,ov2slam_node,0,0.000
1780232042.204,0.259,15357,15429,15442,ov2_map,3,0.000
1780232042.204,0.259,15357,15429,15443,ov2_est,3,0.000
1780232042.204,0.259,15357,15429,15444,ov2_main,3,0.000
1780232042.204,0.259,15357,15429,15445,ov2_lc,3,0.000
1780232042.204,0.259,15357,15429,15446,ov2_feed,2,0.000
1780232042.255,0.311,15357,15429,15429,ov2slam_node,1,0.000
1780232042.255,0.311,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.255,0.311,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.255,0.311,15357,15429,15432,ov2slam_node,0,0.000
1780232042.255,0.311,15357,15429,15433,ov2slam_node,3,0.000
1780232042.255,0.311,15357,15429,15434,gc,0,0.000
1780232042.255,0.311,15357,15429,15435,dq.builtins,0,0.000
1780232042.255,0.311,15357,15429,15436,dq.user,0,0.000
1780232042.255,0.311,15357,15429,15437,tev,3,0.000
1780232042.255,0.311,15357,15429,15438,recv,0,0.000
1780232042.255,0.311,15357,15429,15439,recvUC,3,0.000
1780232042.255,0.311,15357,15429,15440,ov2slam_node,3,0.000
1780232042.255,0.311,15357,15429,15441,ov2slam_node,0,0.000
1780232042.255,0.311,15357,15429,15442,ov2_map,1,0.000
1780232042.255,0.311,15357,15429,15443,ov2_est,3,0.000
1780232042.255,0.311,15357,15429,15444,ov2_main,3,0.000
1780232042.255,0.311,15357,15429,15445,ov2_lc,3,0.000
1780232042.255,0.311,15357,15429,15446,ov2_feed,2,0.000
1780232042.307,0.362,15357,15429,15429,ov2slam_node,1,0.000
1780232042.307,0.362,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.307,0.362,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.307,0.362,15357,15429,15432,ov2slam_node,0,0.000
1780232042.307,0.362,15357,15429,15433,ov2slam_node,3,0.000
1780232042.307,0.362,15357,15429,15434,gc,0,0.000
1780232042.307,0.362,15357,15429,15435,dq.builtins,0,0.000
1780232042.307,0.362,15357,15429,15436,dq.user,0,0.000
1780232042.307,0.362,15357,15429,15437,tev,3,0.000
1780232042.307,0.362,15357,15429,15438,recv,0,0.000
1780232042.307,0.362,15357,15429,15439,recvUC,3,0.000
1780232042.307,0.362,15357,15429,15440,ov2slam_node,3,0.000
1780232042.307,0.362,15357,15429,15441,ov2slam_node,0,0.000
1780232042.307,0.362,15357,15429,15442,ov2_map,1,0.000
1780232042.307,0.362,15357,15429,15443,ov2_est,3,0.000
1780232042.307,0.362,15357,15429,15444,ov2_main,3,0.000
1780232042.307,0.362,15357,15429,15445,ov2_lc,3,0.000
1780232042.307,0.362,15357,15429,15446,ov2_feed,2,0.000
1780232042.359,0.414,15357,15429,15429,ov2slam_node,1,0.000
1780232042.359,0.414,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.359,0.414,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.359,0.414,15357,15429,15432,ov2slam_node,0,0.000
1780232042.359,0.414,15357,15429,15433,ov2slam_node,3,0.000
1780232042.359,0.414,15357,15429,15434,gc,0,0.000
1780232042.359,0.414,15357,15429,15435,dq.builtins,0,0.000
1780232042.359,0.414,15357,15429,15436,dq.user,0,0.000
1780232042.359,0.414,15357,15429,15437,tev,3,0.000
1780232042.359,0.414,15357,15429,15438,recv,0,0.000
1780232042.359,0.414,15357,15429,15439,recvUC,3,0.000
1780232042.359,0.414,15357,15429,15440,ov2slam_node,3,0.000
1780232042.359,0.414,15357,15429,15441,ov2slam_node,0,0.000
1780232042.359,0.414,15357,15429,15442,ov2_map,1,0.000
1780232042.359,0.414,15357,15429,15443,ov2_est,3,0.000
1780232042.359,0.414,15357,15429,15444,ov2_main,3,0.000
1780232042.359,0.414,15357,15429,15445,ov2_lc,3,0.000
1780232042.359,0.414,15357,15429,15446,ov2_feed,2,0.000
1780232042.411,0.466,15357,15429,15429,ov2slam_node,1,0.000
1780232042.411,0.466,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.411,0.466,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.411,0.466,15357,15429,15432,ov2slam_node,0,0.000
1780232042.411,0.466,15357,15429,15433,ov2slam_node,3,0.000
1780232042.411,0.466,15357,15429,15434,gc,0,0.000
1780232042.411,0.466,15357,15429,15435,dq.builtins,0,0.000
1780232042.411,0.466,15357,15429,15436,dq.user,0,0.000
1780232042.411,0.466,15357,15429,15437,tev,3,0.000
1780232042.411,0.466,15357,15429,15438,recv,0,0.000
1780232042.411,0.466,15357,15429,15439,recvUC,3,0.000
1780232042.411,0.466,15357,15429,15440,ov2slam_node,3,0.000
1780232042.411,0.466,15357,15429,15441,ov2slam_node,0,0.000
1780232042.411,0.466,15357,15429,15442,ov2_map,1,0.000
1780232042.411,0.466,15357,15429,15443,ov2_est,3,19.276
1780232042.411,0.466,15357,15429,15444,ov2_main,3,0.000
1780232042.411,0.466,15357,15429,15445,ov2_lc,3,0.000
1780232042.411,0.466,15357,15429,15446,ov2_feed,2,0.000
1780232042.462,0.518,15357,15429,15429,ov2slam_node,1,0.000
1780232042.462,0.518,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.462,0.518,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.462,0.518,15357,15429,15432,ov2slam_node,0,0.000
1780232042.462,0.518,15357,15429,15433,ov2slam_node,3,0.000
1780232042.462,0.518,15357,15429,15434,gc,0,0.000
1780232042.462,0.518,15357,15429,15435,dq.builtins,0,0.000
1780232042.462,0.518,15357,15429,15436,dq.user,0,0.000
1780232042.462,0.518,15357,15429,15437,tev,3,0.000
1780232042.462,0.518,15357,15429,15438,recv,0,0.000
1780232042.462,0.518,15357,15429,15439,recvUC,3,0.000
1780232042.462,0.518,15357,15429,15440,ov2slam_node,3,0.000
1780232042.462,0.518,15357,15429,15441,ov2slam_node,0,0.000
1780232042.462,0.518,15357,15429,15442,ov2_map,1,0.000
1780232042.462,0.518,15357,15429,15443,ov2_est,3,0.000
1780232042.462,0.518,15357,15429,15444,ov2_main,3,0.000
1780232042.462,0.518,15357,15429,15445,ov2_lc,3,0.000
1780232042.462,0.518,15357,15429,15446,ov2_feed,2,0.000
1780232042.514,0.569,15357,15429,15429,ov2slam_node,1,0.000
1780232042.514,0.569,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.514,0.569,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.514,0.569,15357,15429,15432,ov2slam_node,0,0.000
1780232042.514,0.569,15357,15429,15433,ov2slam_node,3,0.000
1780232042.514,0.569,15357,15429,15434,gc,0,0.000
1780232042.514,0.569,15357,15429,15435,dq.builtins,0,0.000
1780232042.514,0.569,15357,15429,15436,dq.user,0,0.000
1780232042.514,0.569,15357,15429,15437,tev,3,0.000
1780232042.514,0.569,15357,15429,15438,recv,0,0.000
1780232042.514,0.569,15357,15429,15439,recvUC,3,0.000
1780232042.514,0.569,15357,15429,15440,ov2slam_node,3,0.000
1780232042.514,0.569,15357,15429,15441,ov2slam_node,0,0.000
1780232042.514,0.569,15357,15429,15442,ov2_map,1,0.000
1780232042.514,0.569,15357,15429,15443,ov2_est,3,0.000
1780232042.514,0.569,15357,15429,15444,ov2_main,3,0.000
1780232042.514,0.569,15357,15429,15445,ov2_lc,3,0.000
1780232042.514,0.569,15357,15429,15446,ov2_feed,2,0.000
1780232042.566,0.621,15357,15429,15429,ov2slam_node,1,0.000
1780232042.566,0.621,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.566,0.621,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.566,0.621,15357,15429,15432,ov2slam_node,0,0.000
1780232042.566,0.621,15357,15429,15433,ov2slam_node,3,0.000
1780232042.566,0.621,15357,15429,15434,gc,0,0.000
1780232042.566,0.621,15357,15429,15435,dq.builtins,0,0.000
1780232042.566,0.621,15357,15429,15436,dq.user,0,0.000
1780232042.566,0.621,15357,15429,15437,tev,3,0.000
1780232042.566,0.621,15357,15429,15438,recv,0,0.000
1780232042.566,0.621,15357,15429,15439,recvUC,3,0.000
1780232042.566,0.621,15357,15429,15440,ov2slam_node,3,0.000
1780232042.566,0.621,15357,15429,15441,ov2slam_node,0,0.000
1780232042.566,0.621,15357,15429,15442,ov2_map,1,0.000
1780232042.566,0.621,15357,15429,15443,ov2_est,3,0.000
1780232042.566,0.621,15357,15429,15444,ov2_main,3,0.000
1780232042.566,0.621,15357,15429,15445,ov2_lc,3,0.000
1780232042.566,0.621,15357,15429,15446,ov2_feed,2,0.000
1780232042.618,0.673,15357,15429,15429,ov2slam_node,1,0.000
1780232042.618,0.673,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.618,0.673,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.618,0.673,15357,15429,15432,ov2slam_node,0,0.000
1780232042.618,0.673,15357,15429,15433,ov2slam_node,3,0.000
1780232042.618,0.673,15357,15429,15434,gc,0,0.000
1780232042.618,0.673,15357,15429,15435,dq.builtins,0,0.000
1780232042.618,0.673,15357,15429,15436,dq.user,0,0.000
1780232042.618,0.673,15357,15429,15437,tev,3,0.000
1780232042.618,0.673,15357,15429,15438,recv,0,0.000
1780232042.618,0.673,15357,15429,15439,recvUC,3,0.000
1780232042.618,0.673,15357,15429,15440,ov2slam_node,3,0.000
1780232042.618,0.673,15357,15429,15441,ov2slam_node,0,0.000
1780232042.618,0.673,15357,15429,15442,ov2_map,1,0.000
1780232042.618,0.673,15357,15429,15443,ov2_est,3,0.000
1780232042.618,0.673,15357,15429,15444,ov2_main,3,0.000
1780232042.618,0.673,15357,15429,15445,ov2_lc,3,0.000
1780232042.618,0.673,15357,15429,15446,ov2_feed,2,0.000
1780232042.669,0.725,15357,15429,15429,ov2slam_node,1,0.000
1780232042.669,0.725,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.669,0.725,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.669,0.725,15357,15429,15432,ov2slam_node,0,0.000
1780232042.669,0.725,15357,15429,15433,ov2slam_node,3,0.000
1780232042.669,0.725,15357,15429,15434,gc,0,0.000
1780232042.669,0.725,15357,15429,15435,dq.builtins,0,0.000
1780232042.669,0.725,15357,15429,15436,dq.user,0,0.000
1780232042.669,0.725,15357,15429,15437,tev,3,0.000
1780232042.669,0.725,15357,15429,15438,recv,0,0.000
1780232042.669,0.725,15357,15429,15439,recvUC,3,0.000
1780232042.669,0.725,15357,15429,15440,ov2slam_node,3,0.000
1780232042.669,0.725,15357,15429,15441,ov2slam_node,0,0.000
1780232042.669,0.725,15357,15429,15442,ov2_map,1,19.296
1780232042.669,0.725,15357,15429,15443,ov2_est,3,0.000
1780232042.669,0.725,15357,15429,15444,ov2_main,3,0.000
1780232042.669,0.725,15357,15429,15445,ov2_lc,3,0.000
1780232042.669,0.725,15357,15429,15446,ov2_feed,2,0.000
1780232042.721,0.777,15357,15429,15429,ov2slam_node,1,0.000
1780232042.721,0.777,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.721,0.777,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.721,0.777,15357,15429,15432,ov2slam_node,0,0.000
1780232042.721,0.777,15357,15429,15433,ov2slam_node,3,0.000
1780232042.721,0.777,15357,15429,15434,gc,0,0.000
1780232042.721,0.777,15357,15429,15435,dq.builtins,0,0.000
1780232042.721,0.777,15357,15429,15436,dq.user,0,0.000
1780232042.721,0.777,15357,15429,15437,tev,3,0.000
1780232042.721,0.777,15357,15429,15438,recv,0,0.000
1780232042.721,0.777,15357,15429,15439,recvUC,3,0.000
1780232042.721,0.777,15357,15429,15440,ov2slam_node,3,0.000
1780232042.721,0.777,15357,15429,15441,ov2slam_node,0,0.000
1780232042.721,0.777,15357,15429,15442,ov2_map,1,0.000
1780232042.721,0.777,15357,15429,15443,ov2_est,3,0.000
1780232042.721,0.777,15357,15429,15444,ov2_main,3,0.000
1780232042.721,0.777,15357,15429,15445,ov2_lc,3,0.000
1780232042.721,0.777,15357,15429,15446,ov2_feed,2,0.000
1780232042.773,0.828,15357,15429,15429,ov2slam_node,1,0.000
1780232042.773,0.828,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.773,0.828,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.773,0.828,15357,15429,15432,ov2slam_node,0,0.000
1780232042.773,0.828,15357,15429,15433,ov2slam_node,3,0.000
1780232042.773,0.828,15357,15429,15434,gc,0,0.000
1780232042.773,0.828,15357,15429,15435,dq.builtins,0,0.000
1780232042.773,0.828,15357,15429,15436,dq.user,0,0.000
1780232042.773,0.828,15357,15429,15437,tev,3,0.000
1780232042.773,0.828,15357,15429,15438,recv,0,0.000
1780232042.773,0.828,15357,15429,15439,recvUC,3,0.000
1780232042.773,0.828,15357,15429,15440,ov2slam_node,3,0.000
1780232042.773,0.828,15357,15429,15441,ov2slam_node,0,0.000
1780232042.773,0.828,15357,15429,15442,ov2_map,1,0.000
1780232042.773,0.828,15357,15429,15443,ov2_est,3,0.000
1780232042.773,0.828,15357,15429,15444,ov2_main,3,0.000
1780232042.773,0.828,15357,15429,15445,ov2_lc,3,0.000
1780232042.773,0.828,15357,15429,15446,ov2_feed,2,0.000
1780232042.825,0.880,15357,15429,15429,ov2slam_node,1,0.000
1780232042.825,0.880,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.825,0.880,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.825,0.880,15357,15429,15432,ov2slam_node,0,0.000
1780232042.825,0.880,15357,15429,15433,ov2slam_node,3,0.000
1780232042.825,0.880,15357,15429,15434,gc,0,0.000
1780232042.825,0.880,15357,15429,15435,dq.builtins,0,0.000
1780232042.825,0.880,15357,15429,15436,dq.user,0,0.000
1780232042.825,0.880,15357,15429,15437,tev,3,0.000
1780232042.825,0.880,15357,15429,15438,recv,0,0.000
1780232042.825,0.880,15357,15429,15439,recvUC,3,0.000
1780232042.825,0.880,15357,15429,15440,ov2slam_node,3,0.000
1780232042.825,0.880,15357,15429,15441,ov2slam_node,0,0.000
1780232042.825,0.880,15357,15429,15442,ov2_map,1,0.000
1780232042.825,0.880,15357,15429,15443,ov2_est,3,19.311
1780232042.825,0.880,15357,15429,15444,ov2_main,3,0.000
1780232042.825,0.880,15357,15429,15445,ov2_lc,3,0.000
1780232042.825,0.880,15357,15429,15446,ov2_feed,2,0.000
1780232042.876,0.932,15357,15429,15429,ov2slam_node,1,0.000
1780232042.876,0.932,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.876,0.932,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.876,0.932,15357,15429,15432,ov2slam_node,0,0.000
1780232042.876,0.932,15357,15429,15433,ov2slam_node,3,0.000
1780232042.876,0.932,15357,15429,15434,gc,0,0.000
1780232042.876,0.932,15357,15429,15435,dq.builtins,0,0.000
1780232042.876,0.932,15357,15429,15436,dq.user,0,0.000
1780232042.876,0.932,15357,15429,15437,tev,3,0.000
1780232042.876,0.932,15357,15429,15438,recv,0,0.000
1780232042.876,0.932,15357,15429,15439,recvUC,3,0.000
1780232042.876,0.932,15357,15429,15440,ov2slam_node,3,0.000
1780232042.876,0.932,15357,15429,15441,ov2slam_node,0,0.000
1780232042.876,0.932,15357,15429,15442,ov2_map,1,0.000
1780232042.876,0.932,15357,15429,15443,ov2_est,3,0.000
1780232042.876,0.932,15357,15429,15444,ov2_main,3,0.000
1780232042.876,0.932,15357,15429,15445,ov2_lc,3,0.000
1780232042.876,0.932,15357,15429,15446,ov2_feed,2,0.000
1780232042.928,0.984,15357,15429,15429,ov2slam_node,1,0.000
1780232042.928,0.984,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.928,0.984,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.928,0.984,15357,15429,15432,ov2slam_node,0,0.000
1780232042.928,0.984,15357,15429,15433,ov2slam_node,3,0.000
1780232042.928,0.984,15357,15429,15434,gc,0,0.000
1780232042.928,0.984,15357,15429,15435,dq.builtins,0,0.000
1780232042.928,0.984,15357,15429,15436,dq.user,0,0.000
1780232042.928,0.984,15357,15429,15437,tev,3,0.000
1780232042.928,0.984,15357,15429,15438,recv,0,0.000
1780232042.928,0.984,15357,15429,15439,recvUC,3,0.000
1780232042.928,0.984,15357,15429,15440,ov2slam_node,3,0.000
1780232042.928,0.984,15357,15429,15441,ov2slam_node,0,0.000
1780232042.928,0.984,15357,15429,15442,ov2_map,1,0.000
1780232042.928,0.984,15357,15429,15443,ov2_est,3,0.000
1780232042.928,0.984,15357,15429,15444,ov2_main,3,0.000
1780232042.928,0.984,15357,15429,15445,ov2_lc,3,19.304
1780232042.928,0.984,15357,15429,15446,ov2_feed,2,0.000
1780232042.980,1.035,15357,15429,15429,ov2slam_node,1,0.000
1780232042.980,1.035,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232042.980,1.035,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232042.980,1.035,15357,15429,15432,ov2slam_node,0,0.000
1780232042.980,1.035,15357,15429,15433,ov2slam_node,3,0.000
1780232042.980,1.035,15357,15429,15434,gc,0,0.000
1780232042.980,1.035,15357,15429,15435,dq.builtins,0,0.000
1780232042.980,1.035,15357,15429,15436,dq.user,0,0.000
1780232042.980,1.035,15357,15429,15437,tev,3,0.000
1780232042.980,1.035,15357,15429,15438,recv,0,0.000
1780232042.980,1.035,15357,15429,15439,recvUC,3,0.000
1780232042.980,1.035,15357,15429,15440,ov2slam_node,3,0.000
1780232042.980,1.035,15357,15429,15441,ov2slam_node,0,0.000
1780232042.980,1.035,15357,15429,15442,ov2_map,1,0.000
1780232042.980,1.035,15357,15429,15443,ov2_est,3,0.000
1780232042.980,1.035,15357,15429,15444,ov2_main,3,0.000
1780232042.980,1.035,15357,15429,15445,ov2_lc,3,0.000
1780232042.980,1.035,15357,15429,15446,ov2_feed,2,0.000
1780232043.032,1.087,15357,15429,15429,ov2slam_node,1,0.000
1780232043.032,1.087,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232043.032,1.087,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232043.032,1.087,15357,15429,15432,ov2slam_node,0,0.000
1780232043.032,1.087,15357,15429,15433,ov2slam_node,3,0.000
1780232043.032,1.087,15357,15429,15434,gc,0,0.000
1780232043.032,1.087,15357,15429,15435,dq.builtins,0,0.000
1780232043.032,1.087,15357,15429,15436,dq.user,0,0.000
1780232043.032,1.087,15357,15429,15437,tev,3,0.000
1780232043.032,1.087,15357,15429,15438,recv,0,0.000
1780232043.032,1.087,15357,15429,15439,recvUC,3,0.000
1780232043.032,1.087,15357,15429,15440,ov2slam_node,3,0.000
1780232043.032,1.087,15357,15429,15441,ov2slam_node,0,0.000
1780232043.032,1.087,15357,15429,15442,ov2_map,1,0.000
1780232043.032,1.087,15357,15429,15443,ov2_est,3,0.000
1780232043.032,1.087,15357,15429,15444,ov2_main,3,0.000
1780232043.032,1.087,15357,15429,15445,ov2_lc,3,0.000
1780232043.032,1.087,15357,15429,15446,ov2_feed,2,0.000
1780232043.083,1.139,15357,15429,15429,ov2slam_node,1,0.000
1780232043.083,1.139,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232043.083,1.139,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232043.083,1.139,15357,15429,15432,ov2slam_node,0,0.000
1780232043.083,1.139,15357,15429,15433,ov2slam_node,3,0.000
1780232043.083,1.139,15357,15429,15434,gc,0,0.000
1780232043.083,1.139,15357,15429,15435,dq.builtins,0,0.000
1780232043.083,1.139,15357,15429,15436,dq.user,0,0.000
1780232043.083,1.139,15357,15429,15437,tev,3,0.000
1780232043.083,1.139,15357,15429,15438,recv,0,0.000
1780232043.083,1.139,15357,15429,15439,recvUC,3,0.000
1780232043.083,1.139,15357,15429,15440,ov2slam_node,3,0.000
1780232043.083,1.139,15357,15429,15441,ov2slam_node,0,0.000
1780232043.083,1.139,15357,15429,15442,ov2_map,1,0.000
1780232043.083,1.139,15357,15429,15443,ov2_est,3,0.000
1780232043.083,1.139,15357,15429,15444,ov2_main,3,0.000
1780232043.083,1.139,15357,15429,15445,ov2_lc,3,0.000
1780232043.083,1.139,15357,15429,15446,ov2_feed,2,0.000
1780232043.187,1.242,15357,15429,15429,ov2slam_node,1,0.000
1780232043.187,1.242,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232043.187,1.242,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232043.187,1.242,15357,15429,15432,ov2slam_node,0,0.000
1780232043.187,1.242,15357,15429,15433,ov2slam_node,3,0.000
1780232043.187,1.242,15357,15429,15434,gc,0,0.000
1780232043.187,1.242,15357,15429,15435,dq.builtins,0,0.000
1780232043.187,1.242,15357,15429,15436,dq.user,0,0.000
1780232043.187,1.242,15357,15429,15437,tev,3,0.000
1780232043.187,1.242,15357,15429,15438,recv,0,0.000
1780232043.187,1.242,15357,15429,15439,recvUC,3,0.000
1780232043.187,1.242,15357,15429,15440,ov2slam_node,3,0.000
1780232043.187,1.242,15357,15429,15441,ov2slam_node,0,0.000
1780232043.187,1.242,15357,15429,15442,ov2_map,1,0.000
1780232043.187,1.242,15357,15429,15443,ov2_est,3,9.645
1780232043.187,1.242,15357,15429,15444,ov2_main,3,0.000
1780232043.187,1.242,15357,15429,15445,ov2_lc,3,0.000
1780232043.187,1.242,15357,15429,15446,ov2_feed,2,0.000
1780232043.239,1.294,15357,15429,15429,ov2slam_node,1,0.000
1780232043.239,1.294,15357,15429,15430,ov2slam_nod-ust,0,0.000
1780232043.239,1.294,15357,15429,15431,ov2slam_nod-ust,3,0.000
1780232043.239,1.294,15357,15429,15432,ov2slam_node,0,0.000
1780232043.239,1.294,15357,15429,15433,ov2slam_node,3,0.000
1780232043.239,1.294,15357,15429,15434,gc,0,0.000
1780232043.239,1.294,15357,15429,15435,dq.builtins,0,0.000
1780232043.239,1.294,15357,15429,15436,dq.user,0,0.000
1780232043.239,1.294,15357,15429,15437,tev,3,0.000
